epoch,train_loss,val_loss,val_balanced_accuracy,val_macro_f1,epoch_runtime_seconds,is_best_epoch,best_epoch,best_val_loss
1,1.0722562495399923,0.9812074899673462,0.25656565656565655,0.2222222222222222,3.13,0,61,0.54770461221536
2,1.0345501689349903,0.9010873039563497,0.29292929292929293,0.24196912807676263,3.132,0,61,0.54770461221536
3,1.023120122797349,0.8893985152244568,0.3191919191919192,0.25412143144350624,3.128,0,61,0.54770461221536
4,1.0139382201082565,0.8782545328140259,0.3424242424242424,0.26432748538011697,3.14,0,61,0.54770461221536
5,1.0079509931452133,0.8799208203951517,0.3393939393939394,0.26352941176470585,3.127,0,61,0.54770461221536
6,1.0012581769157858,0.8633993864059448,0.34444444444444444,0.26526643329443794,3.125,0,61,0.54770461221536
7,0.9955210545483757,0.8183778524398804,0.3717171717171717,0.2768999247554552,3.125,0,61,0.54770461221536
8,0.9910716274205376,0.8215617736180624,0.3606060606060606,0.27199999999999996,3.132,0,61,0.54770461221536
9,0.9833666962735793,0.8040700157483419,0.3595959595959596,0.2715484363081617,3.133,0,61,0.54770461221536
10,0.9810877757913926,0.8085183103879293,0.3575757575757576,0.2706422018348624,3.13,0,61,0.54770461221536
11,0.9780316247659571,0.7348470489184061,0.3888888888888889,0.28298419698640204,3.129,0,61,0.54770461221536
12,0.9731228211346794,0.7814066012700399,0.3575757575757576,0.26971428571428574,3.13,0,61,0.54770461221536
13,0.9701154722886927,0.7442017594973246,0.3787878787878788,0.2787068004459309,3.129,0,61,0.54770461221536
14,0.965048165882335,0.7467706998189291,0.3717171717171717,0.27565543071161047,3.13,0,61,0.54770461221536
15,0.9627892024376813,0.6841272314389547,0.402020202020202,0.28684684684684686,3.13,0,61,0.54770461221536
16,0.9564872313948238,0.726071854432424,0.3717171717171717,0.274729376633072,3.134,0,61,0.54770461221536
17,0.9516681362600887,0.7260430256525675,0.37373737373737376,0.2759134973900074,3.129,0,61,0.54770461221536
18,0.9506761466755587,0.6913145780563354,0.38484848484848483,0.2803532008830022,3.129,0,61,0.54770461221536
19,0.9481152927174288,0.7391634782155355,0.3606060606060606,0.27107061503416857,3.134,0,61,0.54770461221536
20,0.9484342266531551,0.6527566313743591,0.402020202020202,0.28715728715728717,3.131,0,61,0.54770461221536
21,0.9410450984449947,0.6939250628153483,0.3808080808080808,0.27925925925925926,3.128,0,61,0.54770461221536
22,0.9371478522525114,0.771230677763621,0.33535353535353535,0.2600861731296514,3.13,0,61,0.54770461221536
23,0.9407680770930122,0.7092845837275187,0.38083466241360975,0.2865453023645114,3.138,0,61,0.54770461221536
24,0.9361594179097343,0.6640505890051523,0.39090909090909093,0.2835164835164835,3.129,0,61,0.54770461221536
25,0.9347886267830344,0.6687071820100149,0.3980063795853269,0.2941750686803609,3.126,0,61,0.54770461221536
26,0.93375444762847,0.7071996331214905,0.3747740563530037,0.2834254293298662,3.128,0,61,0.54770461221536
