split,logit_mean,logit_std,logit_min,logit_max,logit_range,prediction_entropy_mean,prediction_entropy_std,prediction_entropy_min,prediction_entropy_max,graph_embedding_variance,graph_embedding_mean_pairwise_cosine_similarity,graph_embedding_pair_count,temporal_forward_edge_weight_mean,temporal_forward_edge_weight_std,temporal_forward_edge_weight_min,temporal_forward_edge_weight_max,temporal_backward_edge_weight_mean,temporal_backward_edge_weight_std,temporal_backward_edge_weight_min,temporal_backward_edge_weight_max,spatial_edge_weight_mean,spatial_edge_weight_std,spatial_edge_weight_min,spatial_edge_weight_max,fixation_edge_weight_mean,fixation_edge_weight_std,fixation_edge_weight_min,fixation_edge_weight_max,model,best_epoch,best_val_loss,early_stopped
train,0.2048586755990982,0.3209390938282013,-0.6785667538642883,1.146907925605774,1.8254746794700623,0.6476499438285828,0.04997994378209114,0.4117823839187622,0.6931471824645996,0.3198808431625366,0.5913246870040894,10000,-0.9960224032402039,0.08910311013460159,-1.0,1.0,-0.9967027902603149,0.08113892376422882,-1.0,1.0,,,,,,,,,HeteroGCNMLPWeights,17,0.6456226706504822,1
val,0.2232586145401001,0.3798076808452606,-0.5435876846313477,0.9739652276039124,1.51755291223526,0.6312344074249268,0.06459186971187592,0.4711758494377136,0.6931436061859131,0.3260144591331482,0.5765733122825623,11175,-0.9992175698280334,0.03955071046948433,-1.0,1.0,-0.9998103380203247,0.019476309418678284,-1.0,1.0,,,,,,,,,HeteroGCNMLPWeights,17,0.6456226706504822,1
test,0.18175867199897766,0.2758396863937378,-0.46625885367393494,0.9237290620803833,1.3899879157543182,0.657201886177063,0.019184017553925514,0.503012478351593,0.6931446194648743,0.17950977385044098,0.781455934047699,253116,-0.998522162437439,0.054346028715372086,-1.0,1.0,-0.9993628859519958,0.03568994253873825,-1.0,1.0,,,,,,,,,HeteroGCNMLPWeights,17,0.6456226706504822,1
