epoch,train_loss,val_loss
1.0,0.9646171307139118,1.2063263654708862
2.0,0.9009805569460125,1.2484394311904907
3.0,0.8743530086640432,1.2639999389648438
4.0,0.856434843812087,1.30134916305542
5.0,0.8361017096381813,1.3046255111694336
6.0,0.7985960613818128,1.2928252220153809
7.0,0.78709093197446,1.3594547510147095
8.0,0.7673074337803543,1.3333220481872559
9.0,0.744603004178156,1.3140254020690918
10.0,0.7242238942655237,1.2505437135696411
11.0,0.7066922815149922,1.4299589395523071
12.0,0.6921121662975103,1.5116801261901855
13.0,0.6741438935179692,1.4586820602416992
14.0,0.6477571765140557,1.564272165298462
15.0,0.6373810016968282,1.4875658750534058
16.0,0.6186426058290955,1.6200977563858032
