epoch,model,train_loss,val_loss,val_balanced_accuracy,val_macro_f1,epoch_runtime_seconds,learning_rate,grad_norm_mean,grad_norm_max,is_best_epoch,best_epoch,best_val_loss,early_stopped
1,HeteroGCNMLP,0.6745907664299011,0.6493649482727051,0.5875265768958186,0.5459724639974679,0.55,5e-05,0.024670500045447203,0.21542777121067047,0,37,0.6326479911804199,1
2,HeteroGCNMLP,0.6657196084658304,0.6408505439758301,0.5935506732813607,0.5509770603228548,0.535,5e-05,0.017203588632814338,0.14610201120376587,0,37,0.6326479911804199,1
3,HeteroGCNMLP,0.6635418931643168,0.638344407081604,0.5861977321048901,0.5398556535685646,0.632,5e-05,0.015609942797294808,0.14338819682598114,0,37,0.6326479911804199,1
4,HeteroGCNMLP,0.6616701483726501,0.6360723972320557,0.5861977321048901,0.5398556535685646,0.546,5e-05,0.015260275589138984,0.16751240193843842,0,37,0.6326479911804199,1
5,HeteroGCNMLP,0.6611117670933405,0.6357850432395935,0.5922218284904324,0.5447889750215331,0.516,5e-05,0.013726616478842308,0.14168322086334229,0,37,0.6326479911804199,1
6,HeteroGCNMLP,0.661069800456365,0.6360580921173096,0.5922218284904324,0.5447889750215331,0.535,5e-05,0.01679435276672162,0.1393880695104599,0,37,0.6326479911804199,1
7,HeteroGCNMLP,0.6610793222983679,0.6377747654914856,0.6042700212615166,0.5547182175622543,0.534,5e-05,0.014594515216311008,0.1319947987794876,0,37,0.6326479911804199,1
8,HeteroGCNMLP,0.6607138365507126,0.6376342177391052,0.6042700212615166,0.5547182175622543,0.519,5e-05,0.013647536173473846,0.14200086891651154,0,37,0.6326479911804199,1
9,HeteroGCNMLP,0.6597527513901392,0.6369030475616455,0.6042700212615166,0.5547182175622543,0.535,5e-05,0.01556578964753722,0.20463933050632477,0,37,0.6326479911804199,1
10,HeteroGCNMLP,0.659953718384107,0.6359686255455017,0.6042700212615166,0.5547182175622543,0.521,5e-05,0.017466861043494805,0.16472871601581573,0,37,0.6326479911804199,1
11,HeteroGCNMLP,0.6596284558375677,0.6363444328308105,0.6042700212615166,0.5547182175622543,0.536,5e-05,0.01841431089342861,0.16183693706989288,0,37,0.6326479911804199,1
