model,metric_type,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,macro_auc_ovr,weighted_precision,weighted_recall,weighted_f1,weighted_auc_ovr,loss
Random,aggregated,0.3147705448910601,0.3266228459078397,0.3231804880045414,0.3266228459078397,0.30368294087774594,0.4938101627593406,0.3778750200197018,0.3147705448910601,0.32853442925742055,0.49149621941626215,24.698172971960233
Majority,aggregated,0.47092080586983054,0.33333333333333326,0.15697360195661017,0.33333333333333326,0.211996557997266,0.5,0.2283503146121075,0.47092080586983054,0.30585193774786296,0.5,19.069947088621248
SVM,aggregated,0.48510687453507556,0.38337656240652734,0.4192659814544715,0.38337656240652734,0.33680258114896094,0.6125285490116558,0.46340653028744305,0.48510687453507556,0.42092831343011117,0.6024853421924216,1.0161671330984923
LightGBM,aggregated,0.47017330205700214,0.38670696151861955,0.4253184593950611,0.38670696151861955,0.35408535937147856,0.6063757998672935,0.47376553149735073,0.47017330205700214,0.42977070590712835,0.5953022383321479,1.0354729821032207
MLP,aggregated,0.44414992815337057,0.37969619645668273,0.38647982488649896,0.37969619645668273,0.3565697371193763,0.590960691388693,0.4379146929945936,0.44414992815337057,0.4194153302894044,0.5802701209178911,1.1295249524414832
GazeMAE_MLP,aggregated,0.5517680649228465,0.46079499959723386,0.5160299181944992,0.46079499959723386,0.43025288314060545,0.681580803882708,0.5562173713154552,0.5517680649228465,0.5118247517118228,0.6928525163400049,1.113519550239341
