signal_set,signal_set_description,experiment_id,experiment_display_name,cv_strategy,model,summary_model_name,true_class_index,true_class_name,pred_class_index,pred_class_name,count,row_normalized
pupil_only,Pupil left/right nodes with temporal graph relations only.,multiclass_table6_valence_3class,Table-6 Valence,subject_kfold,HeteroGCNMLPWeights,HeteroGCNMLPWeights,0,Low valence,0,Low valence,1177,0.6117463617463618
pupil_only,Pupil left/right nodes with temporal graph relations only.,multiclass_table6_valence_3class,Table-6 Valence,subject_kfold,HeteroGCNMLPWeights,HeteroGCNMLPWeights,0,Low valence,1,High valence,747,0.38825363825363823
pupil_only,Pupil left/right nodes with temporal graph relations only.,multiclass_table6_valence_3class,Table-6 Valence,subject_kfold,HeteroGCNMLPWeights,HeteroGCNMLPWeights,1,High valence,0,Low valence,795,0.4496606334841629
pupil_only,Pupil left/right nodes with temporal graph relations only.,multiclass_table6_valence_3class,Table-6 Valence,subject_kfold,HeteroGCNMLPWeights,HeteroGCNMLPWeights,1,High valence,1,High valence,973,0.5503393665158371
pupil_only,Pupil left/right nodes with temporal graph relations only.,multiclass_table6_valence_3class,Table-6 Valence,subject_kfold,HeteroGCNMean,HeteroGCNMean,0,Low valence,0,Low valence,1114,0.579002079002079
pupil_only,Pupil left/right nodes with temporal graph relations only.,multiclass_table6_valence_3class,Table-6 Valence,subject_kfold,HeteroGCNMean,HeteroGCNMean,0,Low valence,1,High valence,810,0.420997920997921
pupil_only,Pupil left/right nodes with temporal graph relations only.,multiclass_table6_valence_3class,Table-6 Valence,subject_kfold,HeteroGCNMean,HeteroGCNMean,1,High valence,0,Low valence,724,0.4095022624434389
pupil_only,Pupil left/right nodes with temporal graph relations only.,multiclass_table6_valence_3class,Table-6 Valence,subject_kfold,HeteroGCNMean,HeteroGCNMean,1,High valence,1,High valence,1044,0.5904977375565611
pupil_only,Pupil left/right nodes with temporal graph relations only.,multiclass_table6_valence_3class,Table-6 Valence,subject_kfold,LightGBM,LightGBM,0,Low valence,0,Low valence,1207,0.6273388773388774
pupil_only,Pupil left/right nodes with temporal graph relations only.,multiclass_table6_valence_3class,Table-6 Valence,subject_kfold,LightGBM,LightGBM,0,Low valence,1,High valence,717,0.37266112266112267
pupil_only,Pupil left/right nodes with temporal graph relations only.,multiclass_table6_valence_3class,Table-6 Valence,subject_kfold,LightGBM,LightGBM,1,High valence,0,Low valence,659,0.372737556561086
pupil_only,Pupil left/right nodes with temporal graph relations only.,multiclass_table6_valence_3class,Table-6 Valence,subject_kfold,LightGBM,LightGBM,1,High valence,1,High valence,1109,0.627262443438914
pupil_only,Pupil left/right nodes with temporal graph relations only.,multiclass_table6_valence_3class,Table-6 Valence,subject_kfold,MLP,MLP,0,Low valence,0,Low valence,1173,0.6096673596673596
pupil_only,Pupil left/right nodes with temporal graph relations only.,multiclass_table6_valence_3class,Table-6 Valence,subject_kfold,MLP,MLP,0,Low valence,1,High valence,751,0.3903326403326403
pupil_only,Pupil left/right nodes with temporal graph relations only.,multiclass_table6_valence_3class,Table-6 Valence,subject_kfold,MLP,MLP,1,High valence,0,Low valence,663,0.375
pupil_only,Pupil left/right nodes with temporal graph relations only.,multiclass_table6_valence_3class,Table-6 Valence,subject_kfold,MLP,MLP,1,High valence,1,High valence,1105,0.625
pupil_only,Pupil left/right nodes with temporal graph relations only.,multiclass_table6_valence_3class,Table-6 Valence,subject_kfold,MOMENT_pupil,MOMENT_pupil,0,Low valence,0,Low valence,1137,0.590956340956341
pupil_only,Pupil left/right nodes with temporal graph relations only.,multiclass_table6_valence_3class,Table-6 Valence,subject_kfold,MOMENT_pupil,MOMENT_pupil,0,Low valence,1,High valence,787,0.409043659043659
pupil_only,Pupil left/right nodes with temporal graph relations only.,multiclass_table6_valence_3class,Table-6 Valence,subject_kfold,MOMENT_pupil,MOMENT_pupil,1,High valence,0,Low valence,666,0.3766968325791855
pupil_only,Pupil left/right nodes with temporal graph relations only.,multiclass_table6_valence_3class,Table-6 Valence,subject_kfold,MOMENT_pupil,MOMENT_pupil,1,High valence,1,High valence,1102,0.6233031674208145
pupil_only,Pupil left/right nodes with temporal graph relations only.,multiclass_table6_valence_3class,Table-6 Valence,subject_kfold,Majority,Majority,0,Low valence,0,Low valence,1924,1.0
pupil_only,Pupil left/right nodes with temporal graph relations only.,multiclass_table6_valence_3class,Table-6 Valence,subject_kfold,Majority,Majority,0,Low valence,1,High valence,0,0.0
pupil_only,Pupil left/right nodes with temporal graph relations only.,multiclass_table6_valence_3class,Table-6 Valence,subject_kfold,Majority,Majority,1,High valence,0,Low valence,1768,1.0
pupil_only,Pupil left/right nodes with temporal graph relations only.,multiclass_table6_valence_3class,Table-6 Valence,subject_kfold,Majority,Majority,1,High valence,1,High valence,0,0.0
pupil_only,Pupil left/right nodes with temporal graph relations only.,multiclass_table6_valence_3class,Table-6 Valence,subject_kfold,Random,Random,0,Low valence,0,Low valence,994,0.5166320166320166
pupil_only,Pupil left/right nodes with temporal graph relations only.,multiclass_table6_valence_3class,Table-6 Valence,subject_kfold,Random,Random,0,Low valence,1,High valence,930,0.48336798336798337
pupil_only,Pupil left/right nodes with temporal graph relations only.,multiclass_table6_valence_3class,Table-6 Valence,subject_kfold,Random,Random,1,High valence,0,Low valence,885,0.5005656108597285
pupil_only,Pupil left/right nodes with temporal graph relations only.,multiclass_table6_valence_3class,Table-6 Valence,subject_kfold,Random,Random,1,High valence,1,High valence,883,0.4994343891402715
pupil_only,Pupil left/right nodes with temporal graph relations only.,multiclass_table6_valence_3class,Table-6 Valence,subject_kfold,SVM,SVM,0,Low valence,0,Low valence,1227,0.6377338877338877
pupil_only,Pupil left/right nodes with temporal graph relations only.,multiclass_table6_valence_3class,Table-6 Valence,subject_kfold,SVM,SVM,0,Low valence,1,High valence,697,0.3622661122661123
pupil_only,Pupil left/right nodes with temporal graph relations only.,multiclass_table6_valence_3class,Table-6 Valence,subject_kfold,SVM,SVM,1,High valence,0,Low valence,708,0.4004524886877828
pupil_only,Pupil left/right nodes with temporal graph relations only.,multiclass_table6_valence_3class,Table-6 Valence,subject_kfold,SVM,SVM,1,High valence,1,High valence,1060,0.5995475113122172
