split,logit_mean,logit_std,logit_min,logit_max,logit_range,prediction_entropy_mean,prediction_entropy_std,prediction_entropy_min,prediction_entropy_max,graph_embedding_variance,graph_embedding_mean_pairwise_cosine_similarity,graph_embedding_pair_count,temporal_forward_edge_weight_mean,temporal_forward_edge_weight_std,temporal_forward_edge_weight_min,temporal_forward_edge_weight_max,temporal_backward_edge_weight_mean,temporal_backward_edge_weight_std,temporal_backward_edge_weight_min,temporal_backward_edge_weight_max,spatial_edge_weight_mean,spatial_edge_weight_std,spatial_edge_weight_min,spatial_edge_weight_max,fixation_edge_weight_mean,fixation_edge_weight_std,fixation_edge_weight_min,fixation_edge_weight_max,model,best_epoch,best_val_loss,early_stopped
train,0.2453548014163971,0.5839834213256836,-1.9273018836975098,2.4505813121795654,4.377883195877075,0.5864278674125671,0.11744139343500137,0.0961834117770195,0.6931471824645996,0.3005559742450714,0.30875521898269653,10000,,,,,,,,,,,,,,,,,BasicGCN,155,0.5865828394889832,1
val,0.2335924506187439,0.5582581162452698,-1.6850318908691406,1.927125334739685,3.6121572256088257,0.5906715393066406,0.10958029329776764,0.17232443392276764,0.6931358575820923,0.27321818470954895,0.31232181191444397,11325,,,,,,,,,,,,,,,,,BasicGCN,155,0.5865828394889832,1
test,0.27304530143737793,0.595518946647644,-1.8251454830169678,2.1800601482391357,4.0052056312561035,0.581972062587738,0.11735063046216965,0.1472906470298767,0.693146824836731,0.3157595694065094,0.30149611830711365,128271,,,,,,,,,,,,,,,,,BasicGCN,155,0.5865828394889832,1
