epoch,model,train_loss,val_loss,val_balanced_accuracy,val_macro_f1,epoch_runtime_seconds,learning_rate,grad_norm_mean,grad_norm_max,is_best_epoch,best_epoch,best_val_loss,early_stopped
1,HeteroGCNMean,0.7068726221720377,0.7060139179229736,0.4714285714285714,0.3055555555555556,0.473,5e-05,0.052093739878758545,0.3486236333847046,0,7,0.6459951996803284,1
2,HeteroGCNMean,0.6875999669233958,0.6799254417419434,0.5339285714285714,0.5051319648093842,0.46,5e-05,0.043879775308636855,0.31516966223716736,0,7,0.6459951996803284,1
3,HeteroGCNMean,0.6744322876135508,0.6630895733833313,0.6107142857142858,0.6065092703748166,0.529,5e-05,0.04107904766232322,0.6012741923332214,0,7,0.6459951996803284,1
4,HeteroGCNMean,0.6649540066719055,0.6512969732284546,0.6410714285714285,0.6397438178260095,0.468,5e-05,0.02886818343781164,0.21720601618289948,0,7,0.6459951996803284,1
5,HeteroGCNMean,0.6580884903669357,0.6463555097579956,0.6535714285714286,0.6527777777777777,0.47,5e-05,0.027133098869328225,0.21768781542778015,0,7,0.6459951996803284,1
6,HeteroGCNMean,0.6535138040781021,0.6463720798492432,0.6535714285714286,0.6527777777777777,0.449,5e-05,0.024073751566599338,0.20589110255241394,0,7,0.6459951996803284,1
7,HeteroGCNMean,0.6422022432088852,0.6459951996803284,0.6535714285714286,0.6527777777777777,0.452,5e-05,0.031568110624478625,0.6360385417938232,1,7,0.6459951996803284,1
8,HeteroGCNMean,0.6423966934283575,0.6463986039161682,0.6535714285714286,0.6527777777777777,0.449,5e-05,0.02819527892230932,0.49883946776390076,0,7,0.6459951996803284,1
9,HeteroGCNMean,0.6440996527671814,0.6496561765670776,0.6535714285714286,0.6527777777777777,0.463,5e-05,0.02394639190921832,0.31651076674461365,0,7,0.6459951996803284,1
10,HeteroGCNMean,0.650143156449,0.6517680883407593,0.6419642857142858,0.6399359886201992,0.454,5e-05,0.024895703466932494,0.38186290860176086,0,7,0.6459951996803284,1
11,HeteroGCNMean,0.6555894911289215,0.6511814594268799,0.6482142857142856,0.6465252767773777,0.451,5e-05,0.030696504055958942,0.5466750264167786,0,7,0.6459951996803284,1
12,HeteroGCNMean,0.6558096011479696,0.6489240527153015,0.6473214285714286,0.646273637374861,0.446,5e-05,0.03259426868577672,0.6569529175758362,0,7,0.6459951996803284,1
13,HeteroGCNMean,0.6379738052686056,0.6466823816299438,0.6598214285714286,0.6592579395127165,0.452,5e-05,0.026684309213528146,0.44994840025901794,0,7,0.6459951996803284,1
14,HeteroGCNMean,0.6548890819152197,0.6495465040206909,0.6544642857142857,0.6530866393880093,0.484,5e-05,0.02342456753835399,0.3337961435317993,0,7,0.6459951996803284,1
15,HeteroGCNMean,0.6505141407251358,0.6519119739532471,0.6482142857142856,0.6465252767773777,0.531,5e-05,0.025437341508303592,0.2758842408657074,0,7,0.6459951996803284,1
16,HeteroGCNMean,0.6443382004896799,0.6544545888900757,0.6294642857142857,0.6266666666666667,0.483,5e-05,0.02394940060278006,0.2551632821559906,0,7,0.6459951996803284,1
17,HeteroGCNMean,0.6471329381068548,0.6560631394386292,0.6232142857142857,0.6199831103604605,0.463,5e-05,0.027353965761934284,0.3431466221809387,0,7,0.6459951996803284,1
18,HeteroGCNMean,0.6392504572868347,0.6557673811912537,0.6232142857142857,0.6199831103604605,0.449,5e-05,0.027805674841308956,0.3496600091457367,0,7,0.6459951996803284,1
19,HeteroGCNMean,0.6501941333214442,0.6544562578201294,0.6294642857142857,0.6266666666666667,0.449,5e-05,0.027849111648538382,0.5067805051803589,0,7,0.6459951996803284,1
20,HeteroGCNMean,0.6418637086947759,0.653931200504303,0.6294642857142857,0.6266666666666667,0.451,5e-05,0.024936995155258046,0.3270966112613678,0,7,0.6459951996803284,1
21,HeteroGCNMean,0.6502990374962488,0.6536470055580139,0.6294642857142857,0.6266666666666667,0.481,5e-05,0.03173354079727789,0.7202845215797424,0,7,0.6459951996803284,1
22,HeteroGCNMean,0.6469054222106934,0.6496476531028748,0.6544642857142857,0.6530866393880093,0.479,5e-05,0.02305086356409447,0.26668742299079895,0,7,0.6459951996803284,1
23,HeteroGCNMean,0.6533257116874059,0.6521040797233582,0.6419642857142858,0.6399359886201992,0.476,5e-05,0.03441674993120816,0.8235762119293213,0,7,0.6459951996803284,1
24,HeteroGCNMean,0.6495273361603419,0.6535854339599609,0.6294642857142857,0.6266666666666667,0.478,5e-05,0.030657569666780345,0.5215244889259338,0,7,0.6459951996803284,1
25,HeteroGCNMean,0.6414134303728739,0.6527184844017029,0.6294642857142857,0.6266666666666667,0.447,5e-05,0.023226868175455218,0.37942931056022644,0,7,0.6459951996803284,1
26,HeteroGCNMean,0.6453777998685837,0.6528646945953369,0.6357142857142857,0.633317036312725,0.48,5e-05,0.02850601609728377,0.4954533874988556,0,7,0.6459951996803284,1
27,HeteroGCNMean,0.6418329924345016,0.6559393405914307,0.6294642857142857,0.6266666666666667,0.47,5e-05,0.028152563889630573,0.33207836747169495,0,7,0.6459951996803284,1
