epoch,train_loss,val_loss,val_balanced_accuracy,val_macro_f1,epoch_runtime_seconds,learning_rate,grad_norm_mean,grad_norm_max,is_best_epoch,best_epoch,best_val_loss,early_stopped
1,1.072673804619733,1.1255793571472168,0.2895339348052772,0.18225062874868322,1.091,5e-05,0.07243347757889386,0.32993659377098083,1,1,1.1255793571472168,1
2,1.0509552745258106,1.1343783140182495,0.30511855646733466,0.16382023197958065,1.076,5e-05,0.05832992905357424,0.3111993968486786,0,1,1.1255793571472168,1
3,1.0356991922154146,1.1471850872039795,0.32494597331157155,0.16818545163868906,1.07,5e-05,0.04839084453489831,0.27161023020744324,0,1,1.1255793571472168,1
4,1.026965856552124,1.1600589752197266,0.32251288328724065,0.16855796797937586,1.051,5e-05,0.039615449897775594,0.2294643521308899,0,1,1.1255793571472168,1
5,1.0219592802664812,1.16957026720047,0.3189917033141406,0.17730293255945065,1.055,5e-05,0.03590227568268098,0.2167614847421646,0,1,1.1255793571472168,1
6,1.0166732879245983,1.1773492097854614,0.31888591679134365,0.1952108276939094,1.062,5e-05,0.03835931402397028,0.20800863206386566,0,1,1.1255793571472168,1
7,1.0145151264527266,1.1838238835334778,0.31122395006876125,0.19353935393539357,1.062,5e-05,0.03622742838109221,0.2945772111415863,0,1,1.1255793571472168,1
8,1.0120152024661793,1.1897764205932617,0.3087908600444303,0.1926084834451368,1.073,5e-05,0.032067424939561856,0.17947116494178772,0,1,1.1255793571472168,1
9,1.0108652044745052,1.1913877725601196,0.32488552386997327,0.22837945928651415,1.062,5e-05,0.03383887187829291,0.21089302003383636,0,1,1.1255793571472168,1
10,1.007104144376867,1.1948731541633606,0.31831164709615994,0.2218910654435231,1.048,5e-05,0.03363354423053483,0.20745615661144257,0,1,1.1255793571472168,1
11,1.0049756835488712,1.198112964630127,0.3175862537969805,0.22444797822767584,1.049,5e-05,0.0332072208321748,0.2089448720216751,0,1,1.1255793571472168,1
12,1.0034528795410604,1.2006645202636719,0.3255051306463556,0.23555195479662636,1.063,5e-05,0.03599105897934779,0.24258387088775635,0,1,1.1255793571472168,1
13,1.002025513088002,1.1999568939208984,0.33378670414532047,0.24503968253968256,1.08,5e-05,0.03603514563603536,0.19197607040405273,0,1,1.1255793571472168,1
14,1.000748055822709,1.1998326182365417,0.33963518761995437,0.2528601184063369,1.064,5e-05,0.0360340231520318,0.1849641352891922,0,1,1.1255793571472168,1
15,0.9971882806104773,1.2074862718582153,0.33792749089480284,0.2497087778980465,1.063,5e-05,0.03700922759695547,0.21489401161670685,0,1,1.1255793571472168,1
16,0.9962031771154964,1.208703637123108,0.33756479424521313,0.25054506561355877,1.059,5e-05,0.03795789831372745,0.21607187390327454,0,1,1.1255793571472168,1
17,0.9941265758346108,1.2095487117767334,0.34475827779540885,0.26179257232608805,1.049,5e-05,0.037737310409575786,0.2748234272003174,0,1,1.1255793571472168,1
18,0.9929481394150678,1.2094835042953491,0.342325187771078,0.26025223419360227,1.043,5e-05,0.03837423294005706,0.2026827484369278,0,1,1.1255793571472168,1
19,0.9928906139205483,1.210892677307129,0.3436701878466398,0.2636268343815514,1.044,5e-05,0.03715284482419073,0.20111095905303955,0,1,1.1255793571472168,1
20,0.9906338803908404,1.2150776386260986,0.33197322089737197,0.24915392456676858,1.058,5e-05,0.04125656251282615,0.2038092166185379,0,1,1.1255793571472168,1
21,0.988242994336521,1.214314877986908,0.34574058122138096,0.2657635865183035,1.271,5e-05,0.03913020947948099,0.21502335369586945,0,1,1.1255793571472168,1
