epoch,train_loss,val_loss
1.0,1.0031884168832121,0.9434375762939453
2.0,0.945640590199669,0.9131536483764648
3.0,0.9206125285085394,0.9226459860801697
4.0,0.900515569178439,0.9204275012016296
5.0,0.8682630624121285,0.9128151535987854
6.0,0.8578654673657146,0.8853051066398621
7.0,0.832807222343501,0.9027872085571289
8.0,0.8059111715021713,0.862944483757019
9.0,0.7983762923744722,0.8520599007606506
10.0,0.7737582189821626,0.9044414162635803
11.0,0.7637737111272513,0.9012022018432617
12.0,0.7329962434689643,0.8764446973800659
13.0,0.712190587546944,0.8609527349472046
14.0,0.7027698050546383,0.9025200605392456
15.0,0.6910310486403618,0.8860454559326172
16.0,0.660032708232135,0.8896613121032715
17.0,0.6306291982174798,0.9170172214508057
18.0,0.6240335781929901,0.9181750416755676
19.0,0.5952910111314903,0.9196580648422241
20.0,0.5934893368137915,0.8749029040336609
21.0,0.5748227222189719,0.9662336111068726
22.0,0.5556122319254866,0.9449146389961243
23.0,0.5380789693547876,0.9916080236434937
24.0,0.5408201321932053,0.9147034883499146
