split,logit_mean,logit_std,logit_min,logit_max,logit_range,prediction_entropy_mean,prediction_entropy_std,prediction_entropy_min,prediction_entropy_max,graph_embedding_variance,graph_embedding_mean_pairwise_cosine_similarity,graph_embedding_pair_count,temporal_forward_edge_weight_mean,temporal_forward_edge_weight_std,temporal_forward_edge_weight_min,temporal_forward_edge_weight_max,temporal_backward_edge_weight_mean,temporal_backward_edge_weight_std,temporal_backward_edge_weight_min,temporal_backward_edge_weight_max,spatial_edge_weight_mean,spatial_edge_weight_std,spatial_edge_weight_min,spatial_edge_weight_max,fixation_edge_weight_mean,fixation_edge_weight_std,fixation_edge_weight_min,fixation_edge_weight_max,model,best_epoch,best_val_loss,early_stopped
train,0.04801538586616516,0.6420925855636597,-2.993048906326294,2.4590795040130615,5.4521284103393555,0.5657150149345398,0.14196324348449707,0.02755238488316536,0.6931471824645996,0.31697458028793335,0.2586400508880615,10000,,,,,,,,,,,,,,,,,HeteroGCNMean,253,0.5048516988754272,1
val,0.053963202983140945,0.639528751373291,-2.466348171234131,2.1422553062438965,4.608603477478027,0.5679225921630859,0.1421365588903427,0.05916241556406021,0.6931465864181519,0.329799622297287,0.2481708526611328,11175,,,,,,,,,,,,,,,,,HeteroGCNMean,253,0.5048516988754272,1
test,0.052495766431093216,0.6455539464950562,-2.852011203765869,2.51198148727417,5.363992691040039,0.567561149597168,0.14159877598285675,0.02966936305165291,0.6931471824645996,0.3290320336818695,0.2493906170129776,142311,,,,,,,,,,,,,,,,,HeteroGCNMean,253,0.5048516988754272,1
