model,metric_type,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,macro_auc_ovr,weighted_precision,weighted_recall,weighted_f1,weighted_auc_ovr,loss
Random,aggregated,0.31840327003202235,0.32263521984130106,0.32029470201240323,0.32263521984130106,0.313732222196587,0.49136547124560354,0.341665273908132,0.31840327003202235,0.3222909558853877,0.4901435839748593,24.567236286121457
Majority,aggregated,0.38047978666913185,0.33333333333333326,0.12682659555637726,0.33333333333333326,0.18179726018507733,0.5,0.1528731538319474,0.38047978666913185,0.21556779278303148,0.5,22.32977183684972
SVM,aggregated,0.47515568410016923,0.4551361402770366,0.5153037133193464,0.4551361402770366,0.41195370946879545,0.663308083965108,0.5289494268741799,0.47515568410016923,0.43408623565106647,0.6649604016038914,1.0419953139451568
LightGBM,aggregated,0.46508082638025544,0.4518362795334257,0.4834838556281142,0.4518362795334257,0.40984545699099395,0.6529661499979394,0.5035330882530443,0.46508082638025544,0.4299924899741731,0.6538228536752184,1.068741713099963
MLP,aggregated,0.4447740378392952,0.43775804003448454,0.45268046757955654,0.43775804003448454,0.408923297485744,0.6350618885448064,0.4749276948630294,0.4447740378392952,0.42544352991723927,0.6367451837672697,1.1684555331208537
GazeMAE_MLP,aggregated,0.5391990041437951,0.5393854070678574,0.5816865794393288,0.5393854070678574,0.5203498099996031,0.7164164968003915,0.5940754105284728,0.5391990041437951,0.5255485610254359,0.7153350728196761,1.1285958406749812
