epoch,model,train_loss,val_loss,val_balanced_accuracy,val_macro_f1,epoch_runtime_seconds,learning_rate,grad_norm_mean,grad_norm_max,is_best_epoch,best_epoch,best_val_loss,early_stopped
1,HeteroGCNMean,0.6866837938626608,0.6641557216644287,0.5403030303030303,0.5170743235259364,0.51,5e-05,0.03577568100983829,0.30573734641075134,0,78,0.5453160405158997,1
2,HeteroGCNMean,0.6739094456036886,0.6458359956741333,0.5606060606060606,0.5261955528480049,0.498,5e-05,0.026322672897726482,0.20073328912258148,0,78,0.5453160405158997,1
3,HeteroGCNMean,0.6683613657951355,0.6294301152229309,0.5606060606060606,0.5261955528480049,0.56,5e-05,0.021019796673550042,0.18890263140201569,0,78,0.5453160405158997,1
4,HeteroGCNMean,0.6648206412792206,0.6199445128440857,0.553939393939394,0.5184210526315789,0.512,5e-05,0.01995658909422168,0.16744330525398254,0,78,0.5453160405158997,1
5,HeteroGCNMean,0.6634004463752111,0.6145727634429932,0.543939393939394,0.5068477979991879,0.498,5e-05,0.01695455968965689,0.11691959202289581,0,78,0.5453160405158997,1
6,HeteroGCNMean,0.6627231339613596,0.6059813499450684,0.5506060606060605,0.5145525873342051,0.497,5e-05,0.019348124484814537,0.1446128636598587,0,78,0.5453160405158997,1
7,HeteroGCNMean,0.6598556687434515,0.6050659418106079,0.5590909090909091,0.5164415736934821,0.503,5e-05,0.018889008707750083,0.14693735539913177,0,78,0.5453160405158997,1
8,HeteroGCNMean,0.6600211560726166,0.5984563827514648,0.5590909090909091,0.5164415736934821,0.507,5e-05,0.018712997348949205,0.1864134967327118,0,78,0.5453160405158997,1
9,HeteroGCNMean,0.6602582335472107,0.5917004346847534,0.5506060606060605,0.5145525873342051,0.477,5e-05,0.01664682998588331,0.11138720065355301,0,78,0.5453160405158997,1
10,HeteroGCNMean,0.6608325193325678,0.5902968645095825,0.5809090909090908,0.5338698364649858,0.484,5e-05,0.02129517934381511,0.24536912143230438,0,78,0.5453160405158997,1
11,HeteroGCNMean,0.6592333962519964,0.588643491268158,0.5775757575757576,0.5298737522019965,0.485,5e-05,0.02171088425592542,0.19140198826789856,0,78,0.5453160405158997,1
12,HeteroGCNMean,0.6593290865421295,0.5830966234207153,0.5909090909090908,0.5459398496240602,0.515,5e-05,0.02033565056501377,0.17009636759757996,0,78,0.5453160405158997,1
13,HeteroGCNMean,0.6579292515913645,0.5852020978927612,0.5842424242424242,0.5378787878787878,0.496,5e-05,0.01912726829201953,0.16854901611804962,0,78,0.5453160405158997,1
14,HeteroGCNMean,0.6582837204138438,0.5796212553977966,0.5909090909090908,0.5459398496240602,0.504,5e-05,0.0171358322046419,0.1417548507452011,0,78,0.5453160405158997,1
15,HeteroGCNMean,0.6583986679712931,0.5802547931671143,0.5842424242424242,0.5378787878787878,0.479,5e-05,0.019589811778698476,0.14535032212734222,0,78,0.5453160405158997,1
16,HeteroGCNMean,0.6575228373209635,0.5789825320243835,0.5875757575757576,0.5419017373435456,0.505,5e-05,0.02206515066131437,0.19281943142414093,0,78,0.5453160405158997,1
17,HeteroGCNMean,0.6567641844352087,0.5740669965744019,0.5909090909090908,0.5459398496240602,0.506,5e-05,0.016545256177313502,0.13283419609069824,0,78,0.5453160405158997,1
18,HeteroGCNMean,0.6588029762109121,0.5743181109428406,0.5875757575757576,0.5419017373435456,0.475,5e-05,0.021700193083153057,0.22725199162960052,0,78,0.5453160405158997,1
19,HeteroGCNMean,0.6581960767507553,0.5747765898704529,0.6027272727272728,0.5514705882352942,0.476,5e-05,0.021204844228082543,0.1898914873600006,0,78,0.5453160405158997,1
20,HeteroGCNMean,0.6577593982219696,0.5649741888046265,0.5672727272727273,0.5340277777777778,0.503,5e-05,0.02251956542550033,0.19403354823589325,0,78,0.5453160405158997,1
21,HeteroGCNMean,0.6564973890781403,0.5723276734352112,0.5909090909090908,0.5459398496240602,0.488,5e-05,0.016251067264561752,0.14973251521587372,0,78,0.5453160405158997,1
22,HeteroGCNMean,0.6563148001829783,0.5669198632240295,0.5942424242424242,0.5499943252752242,0.484,5e-05,0.024983446448297603,0.26253455877304077,0,78,0.5453160405158997,1
23,HeteroGCNMean,0.6560573677221934,0.5714268088340759,0.6093939393939394,0.5596992481203007,0.501,5e-05,0.019411194682591792,0.16285587847232819,0,78,0.5453160405158997,1
24,HeteroGCNMean,0.6555799543857574,0.5704977512359619,0.6093939393939394,0.5596992481203007,0.482,5e-05,0.022392603193535855,0.17893129587173462,0,78,0.5453160405158997,1
25,HeteroGCNMean,0.6563243865966797,0.5665308237075806,0.5942424242424242,0.5499943252752242,0.502,5e-05,0.022168044103737985,0.14703290164470673,0,78,0.5453160405158997,1
26,HeteroGCNMean,0.6556277722120285,0.567568838596344,0.6093939393939394,0.5596992481203007,0.509,5e-05,0.022316200714744303,0.20448118448257446,0,78,0.5453160405158997,1
27,HeteroGCNMean,0.6547592878341675,0.5666423439979553,0.5942424242424242,0.5499943252752242,0.505,5e-05,0.023318081801880903,0.19210009276866913,0,78,0.5453160405158997,1
28,HeteroGCNMean,0.6545621752738953,0.5661569237709045,0.5975757575757576,0.5540664026804751,0.502,5e-05,0.022874867929527278,0.19493621587753296,0,78,0.5453160405158997,1
29,HeteroGCNMean,0.6555298914511999,0.5654202699661255,0.5975757575757576,0.5540664026804751,0.484,5e-05,0.020826921353889503,0.15017689764499664,0,78,0.5453160405158997,1
30,HeteroGCNMean,0.6554441601037979,0.5653750896453857,0.5975757575757576,0.5540664026804751,0.478,5e-05,0.022788897132664312,0.1825629323720932,0,78,0.5453160405158997,1
31,HeteroGCNMean,0.6550418982903162,0.5596141815185547,0.5890909090909091,0.5521848902699553,0.505,5e-05,0.020718712314212295,0.15477575361728668,0,78,0.5453160405158997,1
32,HeteroGCNMean,0.6550829062859217,0.5659604668617249,0.5975757575757576,0.5540664026804751,0.507,5e-05,0.02109679631018177,0.20758219063282013,0,78,0.5453160405158997,1
33,HeteroGCNMean,0.654806430141131,0.56463623046875,0.6009090909090908,0.558157360211551,0.488,5e-05,0.01847301263284559,0.12937790155410767,0,78,0.5453160405158997,1
34,HeteroGCNMean,0.6543734321991602,0.562870442867279,0.6009090909090908,0.558157360211551,0.507,5e-05,0.02529540826932741,0.18863700330257416,0,78,0.5453160405158997,1
35,HeteroGCNMean,0.6546984712282816,0.5579826235771179,0.5706060606060606,0.5379685375801126,0.489,5e-05,0.023396821759959288,0.1841292828321457,0,78,0.5453160405158997,1
36,HeteroGCNMean,0.6552482744057974,0.559154212474823,0.5857575757575757,0.5481481481481482,0.496,5e-05,0.02026745856370932,0.14043807983398438,0,78,0.5453160405158997,1
37,HeteroGCNMean,0.653451090057691,0.5581017732620239,0.5706060606060606,0.5379685375801126,0.493,5e-05,0.02237259523551782,0.1730160117149353,0,78,0.5453160405158997,1
38,HeteroGCNMean,0.6542615791161855,0.5635771751403809,0.6009090909090908,0.558157360211551,0.516,5e-05,0.017891414464267858,0.141988605260849,0,78,0.5453160405158997,1
39,HeteroGCNMean,0.6548339823881785,0.5662533044815063,0.616060606060606,0.5680018275967104,0.475,5e-05,0.021411811676201375,0.20092430710792542,0,78,0.5453160405158997,1
40,HeteroGCNMean,0.6550532182057699,0.5568222999572754,0.5857575757575757,0.5481481481481482,0.478,5e-05,0.02058602316822847,0.14281834661960602,0,78,0.5453160405158997,1
41,HeteroGCNMean,0.6547080328067144,0.5577288269996643,0.5890909090909091,0.5521848902699553,0.477,5e-05,0.02101909232110807,0.13755011558532715,0,78,0.5453160405158997,1
42,HeteroGCNMean,0.6534740825494131,0.5622656345367432,0.5857575757575757,0.5481481481481482,0.482,5e-05,0.01907411511246108,0.15341511368751526,0,78,0.5453160405158997,1
43,HeteroGCNMean,0.6539752980073293,0.5556674003601074,0.5772727272727273,0.5459057071960298,0.478,5e-05,0.024146032745779342,0.22867807745933533,0,78,0.5453160405158997,1
44,HeteroGCNMean,0.6552779674530029,0.561259925365448,0.5890909090909091,0.5521848902699553,0.493,5e-05,0.021803415883550767,0.22263462841510773,0,78,0.5453160405158997,1
45,HeteroGCNMean,0.6538736820220947,0.5629317760467529,0.5890909090909091,0.5521848902699553,0.479,5e-05,0.024147194084677415,0.2191140502691269,0,78,0.5453160405158997,1
46,HeteroGCNMean,0.6535772482554117,0.5605832934379578,0.5890909090909091,0.5521848902699553,0.494,5e-05,0.024880773794494517,0.2110447883605957,0,78,0.5453160405158997,1
47,HeteroGCNMean,0.6541994661092758,0.5570904612541199,0.583939393939394,0.553926073926074,0.49,5e-05,0.020881104491450562,0.14238914847373962,0,78,0.5453160405158997,1
48,HeteroGCNMean,0.6543952723344167,0.5549863576889038,0.5721212121212121,0.5471950675374193,0.499,5e-05,0.021491826580010337,0.20652085542678833,0,78,0.5453160405158997,1
49,HeteroGCNMean,0.6530783474445343,0.5570868253707886,0.5872727272727273,0.5579710144927537,0.496,5e-05,0.021710647769820453,0.20980216562747955,0,78,0.5453160405158997,1
50,HeteroGCNMean,0.6550715615351995,0.5597883462905884,0.5890909090909091,0.5521848902699553,0.492,5e-05,0.023929448565084183,0.35139620304107666,0,78,0.5453160405158997,1
51,HeteroGCNMean,0.6537442853053411,0.5594240427017212,0.5890909090909091,0.5521848902699553,0.484,5e-05,0.020922370563453616,0.26113080978393555,0,78,0.5453160405158997,1
52,HeteroGCNMean,0.6537431826194128,0.5588324069976807,0.5957575757575757,0.5603213990310765,0.499,5e-05,0.021065137206702878,0.1480197310447693,0,78,0.5453160405158997,1
53,HeteroGCNMean,0.6540804256995519,0.5585290789604187,0.5806060606060606,0.5499047921294827,0.505,5e-05,0.02017104134190757,0.1990785151720047,0,78,0.5453160405158997,1
