split,logit_mean,logit_std,logit_min,logit_max,logit_range,prediction_entropy_mean,prediction_entropy_std,prediction_entropy_min,prediction_entropy_max,graph_embedding_variance,graph_embedding_mean_pairwise_cosine_similarity,graph_embedding_pair_count,temporal_forward_edge_weight_mean,temporal_forward_edge_weight_std,temporal_forward_edge_weight_min,temporal_forward_edge_weight_max,temporal_backward_edge_weight_mean,temporal_backward_edge_weight_std,temporal_backward_edge_weight_min,temporal_backward_edge_weight_max,spatial_edge_weight_mean,spatial_edge_weight_std,spatial_edge_weight_min,spatial_edge_weight_max,fixation_edge_weight_mean,fixation_edge_weight_std,fixation_edge_weight_min,fixation_edge_weight_max,model,best_epoch,best_val_loss,early_stopped
train,0.10792748630046844,0.09718173742294312,-0.24424126744270325,0.5051627159118652,0.7494039833545685,0.6896790266036987,0.005349785555154085,0.6567382216453552,0.6931471824645996,0.3469402492046356,0.4592885673046112,10000,,,,,,,,,,,,,,,,,HeteroGCNMean,1,0.685458242893219,1
val,0.11857696622610092,0.06508789956569672,-0.10152089595794678,0.3865991532802582,0.48812004923820496,0.6919894814491272,0.0015056516276672482,0.6808979511260986,0.6931467056274414,0.15902280807495117,0.7486826181411743,18528,,,,,,,,,,,,,,,,,HeteroGCNMean,1,0.685458242893219,1
test,0.12161081284284592,0.09107902646064758,-0.13666027784347534,0.4198185205459595,0.5564787983894348,0.690207839012146,0.003992544952780008,0.6644994616508484,0.6931471228599548,0.21047930419445038,0.6696875095367432,130816,,,,,,,,,,,,,,,,,HeteroGCNMean,1,0.685458242893219,1
