model,metric_type,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,macro_auc_ovr,weighted_precision,weighted_recall,weighted_f1,weighted_auc_ovr,loss
LightGBM,aggregated,0.46362073013632255,0.39333837925050164,0.36505526075226286,0.28963066033374857,0.26391653646935165,0.5323732994514607,0.7396320840804858,0.46362073013632255,0.5157528112986864,0.5372121216189399,1.087219981110659
SVM,aggregated,0.4822055712268699,0.40083745270057436,0.35432347694506294,0.2916935657619522,0.272539108087701,0.5236061285290724,0.7451297077059823,0.4822055712268699,0.5345088978264045,0.53407251067933,1.080440397660038
MLP,aggregated,0.43889167172827237,0.3868439824552517,0.31636204602071005,0.2772339185011518,0.23942135224973535,0.509885042545604,0.6688687387970986,0.43889167172827237,0.4707994556133805,0.5246433323614618,1.118193361417006
GazeMAE_MLP,aggregated,0.46508048649761446,0.3967536229402278,0.33374605897281995,0.2891806834188949,0.25509504490331963,0.5303866855228082,0.6933251988618372,0.46508048649761446,0.5028821277284974,0.5234520191971618,1.113267215774417
