experiment_id,experiment_display_name,cv_strategy,summary_model_name,model,fold_id,suite_run_dir,trainer_run_dir,diagnostics_path,split,logit_mean,logit_std,logit_min,logit_max,logit_range,prediction_entropy_mean,prediction_entropy_std,prediction_entropy_min,prediction_entropy_max,graph_embedding_variance,graph_embedding_mean_pairwise_cosine_similarity,graph_embedding_pair_count,temporal_forward_edge_weight_mean,temporal_forward_edge_weight_std,temporal_forward_edge_weight_min,temporal_forward_edge_weight_max,temporal_backward_edge_weight_mean,temporal_backward_edge_weight_std,temporal_backward_edge_weight_min,temporal_backward_edge_weight_max,spatial_edge_weight_mean,spatial_edge_weight_std,spatial_edge_weight_min,spatial_edge_weight_max,fixation_edge_weight_mean,fixation_edge_weight_std,fixation_edge_weight_min,fixation_edge_weight_max,best_epoch,best_val_loss,early_stopped
multiclass_table6_arousal_3class,Table-6 Arousal,subject_loo,GNN,BasicGCN_mean,s_P18,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_09-39-05,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_09-39-05/multiclass_table6_arousal_3class_emotion-elicitation_2026-06-03_09-40-04,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_09-39-05/multiclass_table6_arousal_3class_emotion-elicitation_2026-06-03_09-40-04/subject_loo/s_P18/gnn_fold_diagnostics.csv,test,-0.1283086240291595,0.4748668968677521,-1.4941236972808838,1.4129968881607056,2.9071205854415894,0.9993045330047609,0.0894741639494896,0.5630428194999695,1.0904875993728638,0.1991564631462097,0.6600576043128967,25878,,,,,,,,,,,,,,,,,50,0.9541720151901244,1
multiclass_table6_arousal_3class,Table-6 Arousal,subject_loo,GNN,BasicGCN_mean,s_P19,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_09-39-05,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_09-39-05/multiclass_table6_arousal_3class_emotion-elicitation_2026-06-03_09-40-04,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_09-39-05/multiclass_table6_arousal_3class_emotion-elicitation_2026-06-03_09-40-04/subject_loo/s_P19/gnn_fold_diagnostics.csv,train,-0.0398629233241081,0.4783041477203369,-1.2846657037734983,0.8278945088386536,2.112560212612152,1.010331630706787,0.0342527404427528,0.8228597640991211,1.0937955379486084,0.3431015312671661,0.4322498440742492,10000,,,,,,,,,,,,,,,,,13,1.039495885372162,1
multiclass_table6_arousal_3class,Table-6 Arousal,subject_loo,GNN,BasicGCN_mean,s_P19,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_09-39-05,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_09-39-05/multiclass_table6_arousal_3class_emotion-elicitation_2026-06-03_09-40-04,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_09-39-05/multiclass_table6_arousal_3class_emotion-elicitation_2026-06-03_09-40-04/subject_loo/s_P19/gnn_fold_diagnostics.csv,val,-0.1877293437719345,0.4264655411243438,-1.1412153244018557,0.5984950661659241,1.7397103905677795,1.0222928524017334,0.0315226912498474,0.8894357681274414,1.0872212648391724,0.2235946655273437,0.6720606088638306,108345,,,,,,,,,,,,,,,,,13,1.039495885372162,1
multiclass_table6_arousal_3class,Table-6 Arousal,subject_loo,GNN,BasicGCN_mean,s_P19,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_09-39-05,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_09-39-05/multiclass_table6_arousal_3class_emotion-elicitation_2026-06-03_09-40-04,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_09-39-05/multiclass_table6_arousal_3class_emotion-elicitation_2026-06-03_09-40-04/subject_loo/s_P19/gnn_fold_diagnostics.csv,test,-0.046953659504652,0.5061447024345398,-1.1365216970443726,0.7702268958091736,1.906748592853546,1.0033780336380005,0.0289503037929534,0.9152536988258362,1.0850811004638672,0.1721560359001159,0.7017370462417603,26106,,,,,,,,,,,,,,,,,13,1.039495885372162,1
multiclass_table6_arousal_3class,Table-6 Arousal,subject_loo,GNN,BasicGCN_mean,s_P2,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_09-39-05,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_09-39-05/multiclass_table6_arousal_3class_emotion-elicitation_2026-06-03_09-40-04,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_09-39-05/multiclass_table6_arousal_3class_emotion-elicitation_2026-06-03_09-40-04/subject_loo/s_P2/gnn_fold_diagnostics.csv,train,-0.1365897059440612,0.6384643316268921,-2.294687032699585,2.6669745445251465,4.9616615772247314,0.9347524642944336,0.1376914829015731,0.1729902029037475,1.098587989807129,0.330924779176712,0.4595749974250793,10000,,,,,,,,,,,,,,,,,65,0.8981700241565704,1
multiclass_table6_arousal_3class,Table-6 Arousal,subject_loo,GNN,BasicGCN_mean,s_P2,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_09-39-05,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_09-39-05/multiclass_table6_arousal_3class_emotion-elicitation_2026-06-03_09-40-04,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_09-39-05/multiclass_table6_arousal_3class_emotion-elicitation_2026-06-03_09-40-04/subject_loo/s_P2/gnn_fold_diagnostics.csv,val,-0.189554825425148,0.6664156913757324,-2.2266652584075928,1.6562806367874146,3.8829458951950073,0.915023922920227,0.1224949285387992,0.4816647469997406,1.0980613231658936,0.2547949850559234,0.6006715893745422,103285,,,,,,,,,,,,,,,,,65,0.8981700241565704,1
multiclass_table6_arousal_3class,Table-6 Arousal,subject_loo,GNN,BasicGCN_mean,s_P2,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_09-39-05,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_09-39-05/multiclass_table6_arousal_3class_emotion-elicitation_2026-06-03_09-40-04,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_09-39-05/multiclass_table6_arousal_3class_emotion-elicitation_2026-06-03_09-40-04/subject_loo/s_P2/gnn_fold_diagnostics.csv,test,-0.1272325664758682,0.6489535570144653,-1.6143865585327148,1.8507550954818728,3.4651416540145874,0.9310131669044496,0.1129992306232452,0.4297833144664764,1.0790793895721436,0.178278312087059,0.7178708910942078,28920,,,,,,,,,,,,,,,,,65,0.8981700241565704,1
multiclass_table6_arousal_3class,Table-6 Arousal,subject_loo,GNN,BasicGCN_mean,s_P20,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_09-39-05,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_09-39-05/multiclass_table6_arousal_3class_emotion-elicitation_2026-06-03_09-40-04,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_09-39-05/multiclass_table6_arousal_3class_emotion-elicitation_2026-06-03_09-40-04/subject_loo/s_P20/gnn_fold_diagnostics.csv,train,0.1663544028997421,0.4366876184940338,-0.7280824780464172,1.0525853633880615,1.7806678414344788,1.025484561920166,0.027230879291892,0.9312450885772704,1.0913407802581787,0.3624755442142486,0.4297444224357605,10000,,,,,,,,,,,,,,,,,11,0.9953323602676392,1
multiclass_table6_arousal_3class,Table-6 Arousal,subject_loo,GNN,BasicGCN_mean,s_P20,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_09-39-05,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_09-39-05/multiclass_table6_arousal_3class_emotion-elicitation_2026-06-03_09-40-04,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_09-39-05/multiclass_table6_arousal_3class_emotion-elicitation_2026-06-03_09-40-04/subject_loo/s_P20/gnn_fold_diagnostics.csv,val,0.1600176244974136,0.3902924060821533,-0.5328088998794556,0.9429998397827148,1.4758087396621704,1.0374603271484375,0.0246243085712194,0.9636046290397644,1.0966715812683103,0.3845260143280029,0.4450162947177887,97903,,,,,,,,,,,,,,,,,11,0.9953323602676392,1
multiclass_table6_arousal_3class,Table-6 Arousal,subject_loo,GNN,BasicGCN_mean,s_P20,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_09-39-05,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_09-39-05/multiclass_table6_arousal_3class_emotion-elicitation_2026-06-03_09-40-04,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_09-39-05/multiclass_table6_arousal_3class_emotion-elicitation_2026-06-03_09-40-04/subject_loo/s_P20/gnn_fold_diagnostics.csv,test,0.1691843122243881,0.3807061910629272,-0.5087096691131592,0.888429582118988,1.3971392512321472,1.040702223777771,0.0241906344890594,0.98398756980896,1.088353395462036,0.3089229762554168,0.5177148580551147,25425,,,,,,,,,,,,,,,,,11,0.9953323602676392,1
