experiment_id,experiment_display_name,cv_strategy,model,summary_model_name,true_class_index,true_class_name,pred_class_index,pred_class_name,count,row_normalized
multiclass_table6_valence_3class,Table-6 Valence,recording_loo,SVM,SVM,2,Pleasant,0,Unpleasant,644,0.366325369738339
multiclass_table6_valence_3class,Table-6 Valence,recording_loo,SVM,SVM,2,Pleasant,1,Neutral valence,209,0.11888509670079636
multiclass_table6_valence_3class,Table-6 Valence,recording_loo,SVM,SVM,2,Pleasant,2,Pleasant,905,0.5147895335608647
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,BasicGCN_attention,GNN,0,Unpleasant,0,Unpleasant,1158,0.6050156739811913
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,BasicGCN_attention,GNN,0,Unpleasant,1,Neutral valence,211,0.11024033437826541
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,BasicGCN_attention,GNN,0,Unpleasant,2,Pleasant,545,0.28474399164054337
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,BasicGCN_attention,GNN,1,Neutral valence,0,Unpleasant,492,0.36123348017621143
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,BasicGCN_attention,GNN,1,Neutral valence,1,Neutral valence,510,0.3744493392070485
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,BasicGCN_attention,GNN,1,Neutral valence,2,Pleasant,360,0.2643171806167401
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,BasicGCN_attention,GNN,2,Pleasant,0,Unpleasant,662,0.37656427758816835
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,BasicGCN_attention,GNN,2,Pleasant,1,Neutral valence,185,0.10523321956769056
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,BasicGCN_attention,GNN,2,Pleasant,2,Pleasant,911,0.518202502844141
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,BasicGCN_mean,GNN,0,Unpleasant,0,Unpleasant,1077,0.5626959247648903
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,BasicGCN_mean,GNN,0,Unpleasant,1,Neutral valence,247,0.1290491118077325
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,BasicGCN_mean,GNN,0,Unpleasant,2,Pleasant,590,0.30825496342737724
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,BasicGCN_mean,GNN,1,Neutral valence,0,Unpleasant,421,0.3091042584434655
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,BasicGCN_mean,GNN,1,Neutral valence,1,Neutral valence,453,0.33259911894273125
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,BasicGCN_mean,GNN,1,Neutral valence,2,Pleasant,488,0.35829662261380324
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,BasicGCN_mean,GNN,2,Pleasant,0,Unpleasant,650,0.36973833902161546
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,BasicGCN_mean,GNN,2,Pleasant,1,Neutral valence,163,0.09271899886234357
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,BasicGCN_mean,GNN,2,Pleasant,2,Pleasant,945,0.537542662116041
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,GNN_v2,GNN,0,Unpleasant,0,Unpleasant,1144,0.5977011494252874
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,GNN_v2,GNN,0,Unpleasant,1,Neutral valence,247,0.1290491118077325
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,GNN_v2,GNN,0,Unpleasant,2,Pleasant,523,0.27324973876698017
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,GNN_v2,GNN,1,Neutral valence,0,Unpleasant,475,0.3487518355359765
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,GNN_v2,GNN,1,Neutral valence,1,Neutral valence,561,0.4118942731277533
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,GNN_v2,GNN,1,Neutral valence,2,Pleasant,326,0.2393538913362702
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,GNN_v2,GNN,2,Pleasant,0,Unpleasant,690,0.3924914675767918
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,GNN_v2,GNN,2,Pleasant,1,Neutral valence,240,0.13651877133105803
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,GNN_v2,GNN,2,Pleasant,2,Pleasant,828,0.4709897610921502
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,GazeMAE_MLP,GazeMAE_MLP,0,Unpleasant,0,Unpleasant,1212,0.6332288401253918
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,GazeMAE_MLP,GazeMAE_MLP,0,Unpleasant,1,Neutral valence,167,0.08725182863113898
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,GazeMAE_MLP,GazeMAE_MLP,0,Unpleasant,2,Pleasant,535,0.27951933124346917
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,GazeMAE_MLP,GazeMAE_MLP,1,Neutral valence,0,Unpleasant,524,0.38472834067547723
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,GazeMAE_MLP,GazeMAE_MLP,1,Neutral valence,1,Neutral valence,514,0.37738619676945667
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,GazeMAE_MLP,GazeMAE_MLP,1,Neutral valence,2,Pleasant,324,0.23788546255506607
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,GazeMAE_MLP,GazeMAE_MLP,2,Pleasant,0,Unpleasant,650,0.36973833902161546
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,GazeMAE_MLP,GazeMAE_MLP,2,Pleasant,1,Neutral valence,123,0.06996587030716724
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,GazeMAE_MLP,GazeMAE_MLP,2,Pleasant,2,Pleasant,985,0.5602957906712173
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,LightGBM,LightGBM,0,Unpleasant,0,Unpleasant,1211,0.6327063740856844
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,LightGBM,LightGBM,0,Unpleasant,1,Neutral valence,243,0.12695924764890282
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,LightGBM,LightGBM,0,Unpleasant,2,Pleasant,460,0.24033437826541273
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,LightGBM,LightGBM,1,Neutral valence,0,Unpleasant,470,0.34508076358296624
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,LightGBM,LightGBM,1,Neutral valence,1,Neutral valence,579,0.4251101321585903
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,LightGBM,LightGBM,1,Neutral valence,2,Pleasant,313,0.22980910425844348
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,LightGBM,LightGBM,2,Pleasant,0,Unpleasant,531,0.30204778156996587
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,LightGBM,LightGBM,2,Pleasant,1,Neutral valence,215,0.1222980659840728
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,LightGBM,LightGBM,2,Pleasant,2,Pleasant,1012,0.5756541524459613
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,MLP,MLP,0,Unpleasant,0,Unpleasant,1220,0.6374085684430512
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,MLP,MLP,0,Unpleasant,1,Neutral valence,208,0.10867293625914315
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,MLP,MLP,0,Unpleasant,2,Pleasant,486,0.25391849529780564
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,MLP,MLP,1,Neutral valence,0,Unpleasant,465,0.34140969162995594
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,MLP,MLP,1,Neutral valence,1,Neutral valence,561,0.4118942731277533
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,MLP,MLP,1,Neutral valence,2,Pleasant,336,0.24669603524229075
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,MLP,MLP,2,Pleasant,0,Unpleasant,577,0.3282138794084187
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,MLP,MLP,2,Pleasant,1,Neutral valence,191,0.10864618885096701
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,MLP,MLP,2,Pleasant,2,Pleasant,990,0.5631399317406144
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,SVM,SVM,0,Unpleasant,0,Unpleasant,1233,0.6442006269592476
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,SVM,SVM,0,Unpleasant,1,Neutral valence,247,0.1290491118077325
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,SVM,SVM,0,Unpleasant,2,Pleasant,434,0.22675026123301986
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,SVM,SVM,1,Neutral valence,0,Unpleasant,471,0.3458149779735683
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,SVM,SVM,1,Neutral valence,1,Neutral valence,604,0.4434654919236417
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,SVM,SVM,1,Neutral valence,2,Pleasant,287,0.21071953010279001
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,SVM,SVM,2,Pleasant,0,Unpleasant,568,0.323094425483504
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,SVM,SVM,2,Pleasant,1,Neutral valence,196,0.11149032992036405
multiclass_table6_valence_3class,Table-6 Valence,subject_loo,SVM,SVM,2,Pleasant,2,Pleasant,994,0.565415244596132
