model,metric_type,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,macro_auc_ovr,weighted_precision,weighted_recall,weighted_f1,weighted_auc_ovr,loss
GNN,aggregated,0.5126234316190935,0.49881127191890984,0.5722056258523786,0.49881127191890984,0.45417461049618546,0.7095826770066156,0.5894923421450549,0.5126234316190935,0.46989682614556166,0.7072439529636049,1.0129558186639438
