epoch,train_loss,val_loss,val_balanced_accuracy,val_macro_f1,epoch_runtime_seconds,learning_rate,grad_norm_mean,grad_norm_max,is_best_epoch,best_epoch,best_val_loss,early_stopped
1,1.1337444081025965,1.0942033529281616,0.4481581125827815,0.3126163980069096,1.733,5e-05,0.089375784610682,0.32520875334739685,0,2,1.0865588188171387,1
2,1.1038587654338163,1.0865588188171387,0.3952908639373871,0.31130337008464254,0.887,5e-05,0.07434782377608559,0.2703060805797577,1,2,1.0865588188171387,1
3,1.0796894746668197,1.0888749957084656,0.326685731487056,0.2543954608234723,1.231,5e-05,0.06384412110982372,0.2453690767288208,0,2,1.0865588188171387,1
4,1.062542200088501,1.0957549810409546,0.2613542293798916,0.21807491289198608,0.965,5e-05,0.05468898758735447,0.24356096982955933,0,2,1.0865588188171387,1
5,1.0494740009307861,1.1066166758537292,0.18844069837447322,0.17222640653724985,0.95,5e-05,0.05115486921513463,0.21879629790782928,0,2,1.0865588188171387,1
6,1.0385189897873823,1.1170352697372437,0.14251580373269113,0.13682304957578137,0.945,5e-05,0.04414370490292854,0.2554154396057129,0,2,1.0865588188171387,1
7,1.0303222151363598,1.126243233680725,0.12831125827814568,0.12479443896281679,0.888,5e-05,0.041234157453440536,0.25496906042099,0,2,1.0865588188171387,1
8,1.0262450751136332,1.1370938420295715,0.12073863636363637,0.11707988980716254,0.889,5e-05,0.04097753923627882,0.303213506937027,0,2,1.0865588188171387,1
9,1.0204639329629785,1.1510798335075378,0.11363636363636363,0.11251758087201125,0.899,5e-05,0.03534304640968056,0.25892576575279236,0,2,1.0865588188171387,1
10,1.0175015751053305,1.160212367773056,0.11363636363636363,0.1127554615926709,0.909,5e-05,0.0340764454191172,0.20139193534851074,0,2,1.0865588188171387,1
11,1.0141668810563929,1.1628042459487915,0.13494318181818182,0.12872628726287264,0.87,5e-05,0.034878883005946604,0.24257390201091766,0,2,1.0865588188171387,1
12,1.0134198595495785,1.1656639873981476,0.13920454545454544,0.13172043010752688,0.915,5e-05,0.03251298548240354,0.18125440180301666,0,2,1.0865588188171387,1
13,1.0096964941305273,1.168025940656662,0.14488636363636365,0.13599999999999998,0.939,5e-05,0.03427756701553748,0.18528659641742706,0,2,1.0865588188171387,1
14,1.0086238279062159,1.1661076843738556,0.1590909090909091,0.14554905782975958,0.938,5e-05,0.035424864593206,0.2382792979478836,0,2,1.0865588188171387,1
15,1.0057240864809822,1.172827571630478,0.16051136363636365,0.14656290531776914,0.894,5e-05,0.03624632645505456,0.20884887874126434,0,2,1.0865588188171387,1
16,1.0044255291714388,1.1659274995326996,0.171875,0.15394402035623408,0.923,5e-05,0.0378614640060095,0.2330048680305481,0,2,1.0865588188171387,1
17,1.0012803042636198,1.1720862984657288,0.1723453491872366,0.1571043448735728,0.918,5e-05,0.03499630288430116,0.19897495210170746,0,2,1.0865588188171387,1
18,1.0020187462077421,1.1736773252487183,0.18086807645996386,0.16267467486861545,0.926,5e-05,0.03697722671331867,0.20112445950508118,0,2,1.0865588188171387,1
19,1.0016982976128073,1.172599345445633,0.19365216736905477,0.17091295116772823,0.966,5e-05,0.038220048160541226,0.2370336949825287,0,2,1.0865588188171387,1
20,0.9986837821848252,1.1635802388191223,0.2192203491872366,0.18650048114374743,0.927,5e-05,0.040256741760487866,0.23518045246601105,0,2,1.0865588188171387,1
21,0.9964457084150875,1.1711233258247375,0.21211807645996386,0.1827526597287483,0.906,5e-05,0.03735859788964219,0.2045390009880066,0,2,1.0865588188171387,1
22,0.9933756765197305,1.171651691198349,0.21495898555087295,0.18452456641273732,0.902,5e-05,0.04095601311195044,0.22624030709266663,0,2,1.0865588188171387,1
