strategy,agg_mse,agg_mae,agg_sd_error,agg_r2,agg_pearson_r,emotion-anger_mse,emotion-anger_mae,emotion-anger_sd_error,emotion-anger_r2,emotion-anger_pearson_r,emotion-tenderness_mse,emotion-tenderness_mae,emotion-tenderness_sd_error,emotion-tenderness_r2,emotion-tenderness_pearson_r,emotion-sadness_mse,emotion-sadness_mae,emotion-sadness_sd_error,emotion-sadness_r2,emotion-sadness_pearson_r,emotion-disgust_mse,emotion-disgust_mae,emotion-disgust_sd_error,emotion-disgust_r2,emotion-disgust_pearson_r
subject_loo,13.83556517958641,3.2251183738311133,3.3537278274695077,-0.8013120579222838,0.12880880944430828,15.197459826866785,3.4500943968693414,3.3906387152771154,-3.4043923057615757,-0.1428581327587987,7.202617950737476,2.1210249761740365,2.3370620335141816,-1.4747157394886017,0.05391953387198613,16.191757212082546,3.6468085100253425,3.274644928673903,-3.3044004862507186,-0.04724990110844374,16.75042661031087,3.682545537749926,3.5572922815723964,-0.5543963660796484,-0.13632812053757778
recording_loo,15.361585426330567,3.465996599197388,3.179768705368042,-1.8328106999397278,-0.010288968309760093,18.071618366241456,3.799412178993225,2.31741259098053,-6.396803224086762,0.020603373320773243,7.289038634300232,2.2480892479419707,1.4593769490718842,-17.50673363208771,0.010901191248558461,16.98945665359497,3.8363126039505007,2.3187595188617705,-20.083311998844145,0.020108368806540967,19.09622802734375,3.9801727056503298,2.230454659461975,-22.729878699779512,0.02383736576884985
