epoch,train_loss,val_loss,val_balanced_accuracy,val_macro_f1,epoch_runtime_seconds,learning_rate,grad_norm_mean,grad_norm_max,is_best_epoch,best_epoch,best_val_loss,early_stopped
1,1.0648758146497939,1.1304813027381897,0.3204200716585713,0.17440051291327652,1.382,5e-05,0.06982290762553175,0.41980108618736267,1,1,1.1304813027381897,1
2,1.0391538871659174,1.1520331501960754,0.3322570433681545,0.1457854406130268,1.109,5e-05,0.05635144173650657,0.36942219734191895,0,1,1.1304813027381897,1
3,1.0199322203795116,1.1770347356796265,0.3420386198163976,0.14499455031872377,1.121,5e-05,0.048226692688362334,0.39738354086875916,0,1,1.1304813027381897,1
4,1.0132154160075717,1.201323688030243,0.3384615384615384,0.13090637922852688,1.153,5e-05,0.040944913752176425,0.3323413133621216,0,1,1.1304813027381897,1
5,1.0133763651053111,1.217825174331665,0.3333333333333333,0.12026726057906457,1.121,5e-05,0.03611657444861731,0.380771279335022,0,1,1.1304813027381897,1
6,1.0036434763007693,1.224384367465973,0.3333333333333333,0.12026726057906457,1.122,5e-05,0.03628897554710389,0.4510558545589447,0,1,1.1304813027381897,1
7,1.003062496582667,1.233351469039917,0.3292181069958848,0.11931394481730052,1.126,5e-05,0.037248547008655604,0.4506109952926636,0,1,1.1304813027381897,1
8,0.9939558605353037,1.2360183000564575,0.3292181069958848,0.11931394481730052,1.126,5e-05,0.03304130918521466,0.36283189058303833,0,1,1.1304813027381897,1
9,0.9895467062791189,1.2369917631149292,0.32510288065843623,0.1180866965620329,1.139,5e-05,0.036649659806438355,0.38051822781562805,0,1,1.1304813027381897,1
10,0.9882100092040168,1.2376776337623596,0.3276669832225388,0.1233271843032031,1.16,5e-05,0.035731937301503244,0.43278083205223083,0,1,1.1304813027381897,1
11,0.9798262417316437,1.241326630115509,0.3276669832225388,0.1233271843032031,1.132,5e-05,0.03672527923125515,0.48501405119895935,0,1,1.1304813027381897,1
12,0.9852165778477987,1.2475231289863586,0.3261158594491928,0.1271854114106139,1.111,5e-05,0.03344846663806408,0.4536497890949249,0,1,1.1304813027381897,1
13,0.9827227791150411,1.2454270124435425,0.3373852484963596,0.15503304035414125,1.111,5e-05,0.035211184047698345,0.4585222899913788,0,1,1.1304813027381897,1
14,0.9783612423472934,1.2419089078903198,0.3415004748338082,0.15656209234190885,1.15,5e-05,0.03921389958158503,0.5576202869415283,0,1,1.1304813027381897,1
15,0.9845576385656992,1.2416806817054749,0.3425134536245647,0.16417863441672964,1.116,5e-05,0.036245809130836526,0.4441959261894226,0,1,1.1304813027381897,1
16,0.977564103073544,1.2406488060951233,0.34507755618866726,0.16865241111180787,1.121,5e-05,0.03920634468488418,0.522364616394043,0,1,1.1304813027381897,1
17,0.9722682701216804,1.245036542415619,0.3409623298512187,0.1671056207019084,1.155,5e-05,0.036682344822243335,0.5033921003341675,0,1,1.1304813027381897,1
18,0.9693721698390113,1.2443255186080933,0.34865463754352644,0.17993801589493386,1.131,5e-05,0.03979587118218715,0.4206415116786957,0,1,1.1304813027381897,1
19,0.9683000412252214,1.2405331134796143,0.351218740107629,0.18415075120957472,1.124,5e-05,0.044042228358807924,0.7213903069496155,0,1,1.1304813027381897,1
20,0.9631969928741455,1.2402498126029968,0.351218740107629,0.18415075120957472,1.168,5e-05,0.03944160791651771,0.4287676513195038,0,1,1.1304813027381897,1
21,0.9601260125637054,1.2420383095741272,0.35479582146248817,0.1947142126943083,1.135,5e-05,0.041884507863652005,0.48495718836784363,0,1,1.1304813027381897,1
