experiment_id,experiment_display_name,cv_strategy,summary_model_name,model,fold_id,suite_run_dir,trainer_run_dir,history_path,history_kind,epoch,train_loss,val_loss,val_balanced_accuracy,val_macro_f1,epoch_runtime_seconds,is_best_epoch,best_epoch,best_val_loss,test_loss
multiclass_table6_arousal_3class,Table-6 Arousal,subject_loo,GNN,GNN_v1,s_P1,results/quick_v1_v2_comparison/2026-05-18_13-24-39/model_runs/2026-05-18_13-24-41,results/quick_v1_v2_comparison/2026-05-18_13-24-39/model_runs/2026-05-18_13-24-41/multiclass_table6_arousal_3class_emotion-elicitation_2026-05-18_13-25-17,results/quick_v1_v2_comparison/2026-05-18_13-24-39/model_runs/2026-05-18_13-24-41/multiclass_table6_arousal_3class_emotion-elicitation_2026-05-18_13-25-17/subject_loo/s_P1/gnn_training_history.csv,gnn,21.0,0.9116658147643594,0.9780220985412598,0.4527300046604181,0.4171844091239347,1.695,0.0,47.0,0.9577918350696564,1.0082411766052246
multiclass_table6_arousal_3class,Table-6 Arousal,subject_loo,GNN,GNN_v1,s_P1,results/quick_v1_v2_comparison/2026-05-18_13-24-39/model_runs/2026-05-18_13-24-41,results/quick_v1_v2_comparison/2026-05-18_13-24-39/model_runs/2026-05-18_13-24-41/multiclass_table6_arousal_3class_emotion-elicitation_2026-05-18_13-25-17,results/quick_v1_v2_comparison/2026-05-18_13-24-39/model_runs/2026-05-18_13-24-41/multiclass_table6_arousal_3class_emotion-elicitation_2026-05-18_13-25-17/subject_loo/s_P1/gnn_training_history.csv,gnn,22.0,0.9085555672645568,0.9727190136909484,0.4673275377049281,0.4350287033785358,1.714,0.0,47.0,0.9577918350696564,1.0082411766052246
multiclass_table6_arousal_3class,Table-6 Arousal,subject_loo,GNN,GNN_v1,s_P1,results/quick_v1_v2_comparison/2026-05-18_13-24-39/model_runs/2026-05-18_13-24-41,results/quick_v1_v2_comparison/2026-05-18_13-24-39/model_runs/2026-05-18_13-24-41/multiclass_table6_arousal_3class_emotion-elicitation_2026-05-18_13-25-17,results/quick_v1_v2_comparison/2026-05-18_13-24-39/model_runs/2026-05-18_13-24-41/multiclass_table6_arousal_3class_emotion-elicitation_2026-05-18_13-25-17/subject_loo/s_P1/gnn_training_history.csv,gnn,23.0,0.9063850851619945,0.971719056367874,0.4587272268059886,0.4272725966211184,1.701,0.0,47.0,0.9577918350696564,1.0082411766052246
multiclass_table6_arousal_3class,Table-6 Arousal,subject_loo,GNN,GNN_v1,s_P1,results/quick_v1_v2_comparison/2026-05-18_13-24-39/model_runs/2026-05-18_13-24-41,results/quick_v1_v2_comparison/2026-05-18_13-24-39/model_runs/2026-05-18_13-24-41/multiclass_table6_arousal_3class_emotion-elicitation_2026-05-18_13-25-17,results/quick_v1_v2_comparison/2026-05-18_13-24-39/model_runs/2026-05-18_13-24-41/multiclass_table6_arousal_3class_emotion-elicitation_2026-05-18_13-25-17/subject_loo/s_P1/gnn_training_history.csv,gnn,24.0,0.9068937757435966,0.973398506641388,0.4532863995511282,0.4230701343913134,1.704,0.0,47.0,0.9577918350696564,1.0082411766052246
multiclass_table6_arousal_3class,Table-6 Arousal,subject_loo,GNN,GNN_v1,s_P1,results/quick_v1_v2_comparison/2026-05-18_13-24-39/model_runs/2026-05-18_13-24-41,results/quick_v1_v2_comparison/2026-05-18_13-24-39/model_runs/2026-05-18_13-24-41/multiclass_table6_arousal_3class_emotion-elicitation_2026-05-18_13-25-17,results/quick_v1_v2_comparison/2026-05-18_13-24-39/model_runs/2026-05-18_13-24-41/multiclass_table6_arousal_3class_emotion-elicitation_2026-05-18_13-25-17/subject_loo/s_P1/gnn_training_history.csv,gnn,25.0,0.9010439830667832,0.9693251252174376,0.4596470461534687,0.4285022877119632,1.723,0.0,47.0,0.9577918350696564,1.0082411766052246
multiclass_table6_arousal_3class,Table-6 Arousal,subject_loo,GNN,GNN_v1,s_P1,results/quick_v1_v2_comparison/2026-05-18_13-24-39/model_runs/2026-05-18_13-24-41,results/quick_v1_v2_comparison/2026-05-18_13-24-39/model_runs/2026-05-18_13-24-41/multiclass_table6_arousal_3class_emotion-elicitation_2026-05-18_13-25-17,results/quick_v1_v2_comparison/2026-05-18_13-24-39/model_runs/2026-05-18_13-24-41/multiclass_table6_arousal_3class_emotion-elicitation_2026-05-18_13-25-17/subject_loo/s_P1/gnn_training_history.csv,gnn,26.0,0.8979671702665442,0.9750039875507356,0.4585982604683107,0.4281946358588694,1.736,0.0,47.0,0.9577918350696564,1.0082411766052246
multiclass_table6_arousal_3class,Table-6 Arousal,subject_loo,GNN,GNN_v1,s_P1,results/quick_v1_v2_comparison/2026-05-18_13-24-39/model_runs/2026-05-18_13-24-41,results/quick_v1_v2_comparison/2026-05-18_13-24-39/model_runs/2026-05-18_13-24-41/multiclass_table6_arousal_3class_emotion-elicitation_2026-05-18_13-25-17,results/quick_v1_v2_comparison/2026-05-18_13-24-39/model_runs/2026-05-18_13-24-41/multiclass_table6_arousal_3class_emotion-elicitation_2026-05-18_13-25-17/subject_loo/s_P1/gnn_training_history.csv,gnn,27.0,0.8984861058347365,0.967157632112503,0.4544224722597815,0.4211920286898873,1.7,0.0,47.0,0.9577918350696564,1.0082411766052246
multiclass_table6_arousal_3class,Table-6 Arousal,subject_loo,GNN,GNN_v1,s_P1,results/quick_v1_v2_comparison/2026-05-18_13-24-39/model_runs/2026-05-18_13-24-41,results/quick_v1_v2_comparison/2026-05-18_13-24-39/model_runs/2026-05-18_13-24-41/multiclass_table6_arousal_3class_emotion-elicitation_2026-05-18_13-25-17,results/quick_v1_v2_comparison/2026-05-18_13-24-39/model_runs/2026-05-18_13-24-41/multiclass_table6_arousal_3class_emotion-elicitation_2026-05-18_13-25-17/subject_loo/s_P1/gnn_training_history.csv,gnn,28.0,0.8916077298276565,0.966891586780548,0.4696038031463953,0.4458964490566832,1.727,0.0,47.0,0.9577918350696564,1.0082411766052246
multiclass_table6_arousal_3class,Table-6 Arousal,subject_loo,GNN,GNN_v1,s_P1,results/quick_v1_v2_comparison/2026-05-18_13-24-39/model_runs/2026-05-18_13-24-41,results/quick_v1_v2_comparison/2026-05-18_13-24-39/model_runs/2026-05-18_13-24-41/multiclass_table6_arousal_3class_emotion-elicitation_2026-05-18_13-25-17,results/quick_v1_v2_comparison/2026-05-18_13-24-39/model_runs/2026-05-18_13-24-41/multiclass_table6_arousal_3class_emotion-elicitation_2026-05-18_13-25-17/subject_loo/s_P1/gnn_training_history.csv,gnn,29.0,0.8931339348063749,0.9668098092079164,0.4643792292527081,0.4400724035502248,1.702,0.0,47.0,0.9577918350696564,1.0082411766052246
multiclass_table6_arousal_3class,Table-6 Arousal,subject_loo,GNN,GNN_v1,s_P1,results/quick_v1_v2_comparison/2026-05-18_13-24-39/model_runs/2026-05-18_13-24-41,results/quick_v1_v2_comparison/2026-05-18_13-24-39/model_runs/2026-05-18_13-24-41/multiclass_table6_arousal_3class_emotion-elicitation_2026-05-18_13-25-17,results/quick_v1_v2_comparison/2026-05-18_13-24-39/model_runs/2026-05-18_13-24-41/multiclass_table6_arousal_3class_emotion-elicitation_2026-05-18_13-25-17/subject_loo/s_P1/gnn_training_history.csv,gnn,30.0,0.8884934046689201,0.972741425037384,0.4589982860699491,0.430773340514673,1.732,0.0,47.0,0.9577918350696564,1.0082411766052246
