epoch,train_loss,val_loss
1.0,1.0530368755645019,0.9639021158218384
2.0,0.9933078399708798,0.9249290823936462
3.0,0.9602172490036408,0.9085650444030762
4.0,0.9412502843947098,0.9163165092468262
5.0,0.92581982697662,0.9096600413322449
6.0,0.9121633325783306,0.8984065651893616
7.0,0.9000919708637523,0.8910556435585022
8.0,0.8922340338191423,0.9159823656082153
9.0,0.8851735096568787,0.8935291171073914
10.0,0.8743470919478439,0.8939550518989563
11.0,0.8706810043410418,0.897372305393219
12.0,0.8537498715265702,0.8852495551109314
13.0,0.850569660484232,0.8870836496353149
14.0,0.8470541367453404,0.938194751739502
15.0,0.8422755559903382,0.9153543710708618
16.0,0.8342757487689606,0.9120741486549377
17.0,0.8297686853807904,0.8922739624977112
18.0,0.821678268781331,0.9063951373100281
19.0,0.8140193007915374,0.9254310131072998
20.0,0.8049892313333716,0.8974012136459351
21.0,0.8030680558813973,0.8978863954544067
22.0,0.8014945352674485,0.878889262676239
23.0,0.7879958863855907,0.8720034956932068
24.0,0.7966660404407049,0.9030553102493286
25.0,0.789513727033708,0.8940491676330566
26.0,0.7839982245324434,0.9511756896972656
27.0,0.7891216841955466,0.9176392555236816
28.0,0.7757576385216066,0.8918756246566772
29.0,0.772744449521267,0.9101656675338745
30.0,0.7686458223885049,0.8829104900360107
31.0,0.764599490759985,0.917697012424469
32.0,0.7596643816380705,0.8959190845489502
33.0,0.7645748195483542,0.9131672978401184
34.0,0.7487663873921754,0.9368487000465393
35.0,0.7461913851205418,0.9136808514595032
36.0,0.7390696502593298,0.9167531132698059
37.0,0.7390481540820377,0.9489592909812927
38.0,0.7347383391603627,0.9241199493408203
