split,logit_mean,logit_std,logit_min,logit_max,logit_range,prediction_entropy_mean,prediction_entropy_std,prediction_entropy_min,prediction_entropy_max,graph_embedding_variance,graph_embedding_mean_pairwise_cosine_similarity,graph_embedding_pair_count,temporal_forward_edge_weight_mean,temporal_forward_edge_weight_std,temporal_forward_edge_weight_min,temporal_forward_edge_weight_max,temporal_backward_edge_weight_mean,temporal_backward_edge_weight_std,temporal_backward_edge_weight_min,temporal_backward_edge_weight_max,spatial_edge_weight_mean,spatial_edge_weight_std,spatial_edge_weight_min,spatial_edge_weight_max,fixation_edge_weight_mean,fixation_edge_weight_std,fixation_edge_weight_min,fixation_edge_weight_max,best_epoch,best_val_loss,early_stopped
train,0.07432576268911362,0.6356949210166931,-1.61375093460083,2.273409366607666,3.887160301208496,0.9296643137931824,0.1419961154460907,0.3080374598503113,1.0985393524169922,0.4512568712234497,0.3110215663909912,10000,,,,,,,,,,,,,,,,,48,0.9404204785823822,1
val,0.02284017764031887,0.6462578773498535,-1.4135977029800415,2.236889362335205,3.6504870653152466,0.9190138578414917,0.17876951396465302,0.3155685067176819,1.0973360538482666,0.44567689299583435,0.30267927050590515,126253,,,,,,,,,,,,,,,,,48,0.9404204785823822,1
test,0.018170736730098724,0.5235286355018616,-1.0735429525375366,1.5496569871902466,2.623199939727783,0.978087306022644,0.09489499032497406,0.6185286641120911,1.0979335308074951,0.32254016399383545,0.459035724401474,19306,,,,,,,,,,,,,,,,,48,0.9404204785823822,1
