model,metric_type,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,macro_auc_ovr,weighted_precision,weighted_recall,weighted_f1,weighted_auc_ovr,loss
GNN,aggregated,0.3597083303898294,0.36793527959645195,0.2828755197552409,0.2655103984060807,0.1988083762242409,0.4993743809202651,0.6007368043476222,0.3597083303898294,0.3732531965258032,0.5064109436292574,1.1702318400144578
