model,fold_id,metric_type,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,macro_auc_ovr,weighted_precision,weighted_recall,weighted_f1,weighted_auc_ovr,loss
GNN,r_107.avi,aggregated,0.08227848101265822,0.2668067226890756,0.35729847494553374,0.2668067226890756,0.05357401139749487,0.36132713691537227,0.8671299743526103,0.08227848101265822,0.036622407359194656,0.3341609129267358,1.4301655292510986
GNN,r_111.avi,aggregated,0.38972809667673713,0.23626373626373626,0.25146198830409355,0.1575091575091575,0.19369369369369369,0.4004673487432108,0.6221974876768962,0.38972809667673713,0.47926022699436593,0.37626420181894715,1.0695187449455261
GNN,r_138.avi,aggregated,0.3706896551724138,0.19486404833836857,0.3282442748091603,0.1299093655589124,0.18614718614718614,0.4772525324329127,0.9366280600157936,0.3706896551724138,0.5311613673682639,0.6476261824659023,1.17055082321167
GNN,r_146.avi,aggregated,0.32342007434944237,0.1686046511627907,0.3118279569892473,0.11240310077519379,0.16524216524216526,0.3597603946441156,0.8972298836790982,0.32342007434944237,0.4754551520350777,0.38208487573059197,1.2246007919311523
GNN,r_30.avi,aggregated,0.2048780487804878,0.4375,0.07567567567567568,0.2916666666666667,0.12017167381974249,0.4614516985138004,0.05315754779169413,0.2048780487804878,0.08441327331728253,0.48060755527937454,1.313550353050232
GNN,r_52.avi,aggregated,0.5186440677966102,0.5483140712498511,0.3583364163275373,0.3655427141665674,0.332391713747646,0.5707434767067794,0.6531280372718322,0.5186440677966102,0.5465191994637556,0.584453751814971,0.9496120810508728
GNN,r_53.avi,aggregated,0.35855263157894735,0.28000910746812385,0.300725832051376,0.28000910746812385,0.27665248724869546,0.5181326503958585,0.4168929871630766,0.35855263157894735,0.374273646847032,0.49446047515459707,1.1355745792388916
GNN,r_55.avi,aggregated,0.2572614107883817,0.3069306930693069,0.164021164021164,0.20462046204620463,0.18208516886930984,0.4507072135785007,0.20621748007640123,0.2572614107883817,0.2289286562962692,0.4417232535346006,1.3242303133010864
GNN,r_58.avi,aggregated,0.4517766497461929,0.43814699792960665,0.31395773927030785,0.2920979986197378,0.26865202221239376,0.5181159420289856,0.6716329500524983,0.4517766497461929,0.5155504467349323,0.5363982862327599,0.9561421871185303
GNN,r_69.avi,aggregated,0.49065420560747663,0.317103620474407,0.2954752782338989,0.21140241364960466,0.24639001349527667,0.4327403245942572,0.6915453043393746,0.49065420560747663,0.5739897461122253,0.4260095441445857,1.0206007957458496
GNN,r_73.avi,aggregated,0.08196721311475409,0.15330188679245282,0.34372834372834377,0.10220125786163521,0.08587002096436058,0.46594929245283023,0.8161957670154392,0.08196721311475409,0.11247345087122383,0.5254311011444479,1.7823896408081055
GNN,r_79.avi,aggregated,0.5214723926380368,0.4625874125874126,0.3486590038314176,0.3083916083916084,0.31218244121469924,0.4881118881118881,0.7110923066074325,0.5214723926380368,0.5899922361430376,0.49282823515952345,1.0418362617492676
GNN,r_80.avi,aggregated,0.043010752688172046,0.5,0.014336917562724016,0.3333333333333333,0.027491408934707903,0.4446004993757803,0.0018499248468030985,0.043010752688172046,0.003547278572220375,0.42106640892432845,1.091902256011963
GNN,r_90.avi,aggregated,0.140625,0.32829131652661064,0.29382470119521914,0.32829131652661064,0.08653877684866372,0.42928691035531424,0.6326957793824701,0.140625,0.05375599483521888,0.3635528047704244,1.1304724216461182
GNN,r_cats_f.avi,aggregated,0.6061643835616438,,0.3333333333333333,0.20205479452054795,0.2515991471215352,,1.0,0.6061643835616438,0.7547974413646056,,0.9078534841537476
GNN,r_dallas_f.avi,aggregated,0.7613636363636364,0.4240506329113924,0.3031674208144796,0.28270042194092826,0.2925764192139738,0.481090795436787,0.8164849856026327,0.7613636363636364,0.7879614926558158,0.5039015329099717,0.8206648528575897
GNN,r_detroit_f.avi,aggregated,0.6603053435114504,0.34462151394422313,0.32037037037037036,0.22974767596281542,0.2675947409126063,0.510684534588917,0.9207591178965225,0.6603053435114504,0.769079541630506,0.46125007257576217,1.2587156295776367
GNN,r_earworm_f.avi,aggregated,0.5364583333333334,0.46649572649572646,0.30569259962049333,0.310997150997151,0.29276848354020507,0.5671225071225072,0.488072224857685,0.5364583333333334,0.4910660078251485,0.5733422364672366,0.9507086277008057
GNN,r_funny_f.avi,aggregated,0.6113207547169811,0.3865027492478473,0.3818359028885345,0.3865027492478473,0.3629023861582001,0.5997928878979104,0.5931648159850741,0.6113207547169811,0.5923978610244516,0.6029431922305128,1.106231302022934
GNN,r_newyork_f.avi,aggregated,0.5137254901960784,0.4138587848932677,0.32703081232493,0.4138587848932677,0.3028924942641757,0.5301545961733412,0.6813066403031801,0.5137254901960784,0.5585637303102166,0.5433627514257477,0.974904477596283
