epoch,train_loss,val_loss
1.0,1.0294827838980443,0.9862585067749023
2.0,0.9686792167414485,0.9737050533294678
3.0,0.9426462078603386,0.9635865688323975
4.0,0.9147648648272312,0.9693360328674316
5.0,0.9003081118975699,0.9466773271560669
6.0,0.879445201189988,0.9554141759872437
7.0,0.8747633718311554,0.9423129558563232
8.0,0.8513802488599317,0.9376081824302673
9.0,0.8222813649491649,0.9337562918663025
10.0,0.8172573234637123,0.9436684846878052
11.0,0.8032872923366624,0.9675639271736145
12.0,0.7929350172458287,0.9530028104782104
13.0,0.7671633988092162,0.9717849493026733
14.0,0.7713193176863581,0.9601381421089172
15.0,0.7486130717097824,0.9622705578804016
16.0,0.7287274228889022,0.9963465332984924
17.0,0.710696206102137,0.9544891119003296
18.0,0.7049474242030686,0.9957559704780579
19.0,0.679050901723012,1.015867829322815
20.0,0.6712111273106287,1.0203648805618286
21.0,0.6750755925394127,1.0247864723205566
22.0,0.678475468824127,1.0900354385375977
23.0,0.6640183955998713,1.0183559656143188
24.0,0.6243788975079124,1.0595393180847168
