model,metric_type,accuracy,balanced_accuracy,f1,precision,recall,auc
Mean,aggregated,0.5692046049188907,0.5,0.0,0.0,0.0,0.5
Mean,emotion_tag-agree,0.5692046049188907,0.5,0.0,0.0,0.0,0.5
SVM,aggregated,0.6917778649921508,0.7834415584415585,0.36033972765894484,0.4880952380952381,0.3051823176823177,0.844047619047619
SVM,emotion_tag-agree,0.6917778649921508,0.7834415584415585,0.36033972765894484,0.4880952380952381,0.3051823176823177,0.844047619047619
LightGBM,aggregated,0.7006017791732079,0.7392857142857142,0.37921393752595794,0.4716836734693878,0.33294740973312403,0.816504329004329
LightGBM,emotion_tag-agree,0.7006017791732079,0.7392857142857142,0.37921393752595794,0.4716836734693878,0.33294740973312403,0.816504329004329
MLP,aggregated,0.6593995290423861,0.7929112554112553,0.36768070277723564,0.48214285714285715,0.3204973597830741,0.9039502164502163
MLP,emotion_tag-agree,0.6593995290423861,0.7929112554112553,0.36768070277723564,0.48214285714285715,0.3204973597830741,0.9039502164502163
GNN,aggregated,0.6459576138147566,0.8016233766233766,0.36856457096395173,0.48724489795918363,0.32104324247181387,0.8916396103896105
GNN,emotion_tag-agree,0.6459576138147566,0.8016233766233766,0.36856457096395173,0.48724489795918363,0.32104324247181387,0.8916396103896105
