epoch,train_loss,val_loss,val_balanced_accuracy,val_macro_f1,epoch_runtime_seconds,is_best_epoch,best_epoch,best_val_loss
1,1.072015362627366,1.0622802376747131,0.3972186543615115,0.31844640401163565,3.222,0,15,0.9909807741641998
2,1.040196790414698,1.0428107976913452,0.4449391877963307,0.3626580575733118,3.217,0,15,0.9909807741641998
3,1.026991416426266,1.040852427482605,0.44935382078239217,0.37311116623942225,3.213,0,15,0.9909807741641998
4,1.0168388906647177,1.0330973863601685,0.4927802356373785,0.4611532619090479,3.212,0,15,0.9909807741641998
5,1.004263716585496,1.0286738276481628,0.5151642008784866,0.49808826700664843,3.217,0,15,0.9909807741641998
6,0.9929267658906824,1.0197320878505707,0.526980955552384,0.5232334418138617,3.211,0,15,0.9909807741641998
7,0.9798447209246018,1.0135451555252075,0.5458700030128601,0.5427559235960587,3.213,0,15,0.9909807741641998
8,0.9656262748381671,1.0043857395648956,0.5544518973090402,0.5529244083375694,3.215,0,15,0.9909807741641998
9,0.9558150838403141,1.006064236164093,0.5427619999048571,0.5415529791159197,3.223,0,15,0.9909807741641998
10,0.9493207966580111,0.9930238127708435,0.5512582655439798,0.549446481710172,3.212,0,15,0.9909807741641998
11,0.9422186542959774,0.9919598698616028,0.5383600526457669,0.5382557854303168,3.216,0,15,0.9909807741641998
12,0.933542409363915,0.9982577860355377,0.539562025276311,0.5377583848172084,3.212,0,15,0.9909807741641998
13,0.9274051294607275,0.9949741065502167,0.5378938521795665,0.5355221437010149,3.219,0,15,0.9909807741641998
14,0.922703767524046,0.9936007857322693,0.5323279894708466,0.53039576503889,3.212,0,15,0.9909807741641998
15,0.9167001668144675,0.9909807741641998,0.5396666825238254,0.5365136113118175,3.231,1,15,0.9909807741641998
16,0.909158748738906,0.9991723001003265,0.525214468071611,0.5232471821150023,3.214,0,15,0.9909807741641998
17,0.9046780116417829,0.9990023374557495,0.5327593041878756,0.5314126944869303,3.214,0,15,0.9909807741641998
18,0.8964909700786367,1.0131420195102692,0.5383029668743955,0.5356394395965463,3.217,0,15,0.9909807741641998
19,0.894940551589517,1.0204029381275177,0.5278499278499278,0.527309234603189,3.213,0,15,0.9909807741641998
20,0.8893353448194616,1.0180145800113678,0.528823557394986,0.5275359791091687,3.218,0,15,0.9909807741641998
21,0.8853244080263025,1.0186764299869537,0.5384361670075956,0.53674925850263,3.218,0,15,0.9909807741641998
22,0.8797028730897343,1.0208303332328796,0.5128680842966556,0.5130170817040544,3.213,0,15,0.9909807741641998
23,0.8759005069732666,1.029744952917099,0.5297559583273869,0.5293686400870962,3.212,0,15,0.9909807741641998
24,0.8721786737442017,1.0354799628257751,0.5256521256521257,0.525398292148726,3.224,0,15,0.9909807741641998
25,0.868114685311037,1.0474594831466675,0.5258424115566972,0.5192469769533893,3.209,0,15,0.9909807741641998
26,0.8632946715635412,1.0515264570713043,0.5286396143539001,0.5274607146435378,3.211,0,15,0.9909807741641998
27,0.8619203322073993,1.0501115024089813,0.515608201322487,0.5152473463823157,3.216,0,15,0.9909807741641998
28,0.857760653776281,1.0568637251853943,0.5277706420563564,0.5257283550453292,3.217,0,15,0.9909807741641998
29,0.8571327714359059,1.0526387691497803,0.5224584938870653,0.5223969077443914,3.214,0,15,0.9909807741641998
30,0.8542321604840896,1.0649664103984833,0.5134040562611991,0.5138518632589779,3.215,0,15,0.9909807741641998
31,0.8519061172709745,1.0761492252349854,0.5287315858744429,0.5234473084302737,3.219,0,15,0.9909807741641998
32,0.8495023145395166,1.0845377445220947,0.5250368678940108,0.5242986083322217,3.214,0,15,0.9909807741641998
33,0.8480804772937999,1.0795086920261383,0.5036709322423608,0.5033730158730159,3.212,0,15,0.9909807741641998
34,0.8464967398082509,1.0930905938148499,0.48775668775668773,0.4886245211357319,3.215,0,15,0.9909807741641998
35,0.8437244681751027,1.0830034911632538,0.5190111475825762,0.5164214236419206,3.211,0,15,0.9909807741641998
