epoch,train_loss
1,1.0335182532996066
2,0.9878553640086247
3,0.9754846940298032
4,0.9699303311547853
5,0.964740465620912
6,0.9616833548668876
7,0.9580120488240229
8,0.9555065334811622
9,0.953251983497261
10,0.9518219859115878
11,0.950226030033065
12,0.9494006048989163
13,0.9479567970703211
14,0.9479751619076366
15,0.945370171673318
16,0.9450688109908371
17,0.9438605217020165
18,0.9419892644737736
19,0.9415020845784686
20,0.9398439078594145
21,0.9400006867563765
22,0.9396786434074653
23,0.938260326755075
24,0.936790685735122
25,0.9378447818403517
26,0.9344414029621353
27,0.9349360602071743
28,0.933407842366857
29,0.9337779400402785
30,0.9322512838878432
31,0.9302245790921786
32,0.9298645075960231
33,0.9293811691941216
34,0.9286771006961749
35,0.9281233209159587
36,0.9277560965785563
37,0.9271277773487454
38,0.9283713854989286
39,0.9269926592163741
40,0.9254027746014752
41,0.925856251409494
42,0.9222508164257833
43,0.9222797890560445
44,0.9227236034582422
45,0.9232583243878437
46,0.9200473460149775
47,0.9196563219452564
48,0.9185846746938527
49,0.9199886958146039
50,0.9192665914101874
51,0.9183587404709788
52,0.9187445572695525
53,0.9166026547861894
54,0.9164168075407298
55,0.9157177835778731
56,0.914950736618245
57,0.9138547239230229
58,0.9132452639418915
59,0.9128994284143086
60,0.9124117713468808
61,0.911113443400627
62,0.9119826243105081
63,0.9113968297135312
64,0.9130549183407931
65,0.9102879664861291
66,0.909575039447244
67,0.9081485752796349
68,0.907193531268259
69,0.9071307135084323
70,0.9069574607202158
71,0.9064505881417262
72,0.9060676115637706
73,0.9046602516252514
74,0.9081352986697092
75,0.902839912362328
76,0.9031376032745497
77,0.9022381064530635
78,0.9015604396271337
79,0.9016169442236414
80,0.90149091215272
81,0.9012957931594097
82,0.8999950973264518
83,0.9001151681337553
84,0.8975841570461234
85,0.8981458550152849
86,0.8970619574895426
87,0.8969491722377162
88,0.8976863882668608
89,0.8967490757048169
90,0.8960296060100028
91,0.8977865959644954
92,0.8975611397154958
93,0.8957255705745195
94,0.8915604076020134
95,0.8929573232923831
96,0.8912934079567724
97,0.8912082461965627
98,0.8923145329166711
99,0.8907454211183744
100,0.8891100835525043
101,0.8895771106927655
102,0.8880428510179647
103,0.8881989642081346
104,0.8882461826995822
105,0.8887510317335224
106,0.88811409937344
107,0.8863858073753642
108,0.8873364368175783
109,0.8875399973153735
110,0.8866463466017522
111,0.884380925018523
112,0.8846116688225972
113,0.8838937092104003
114,0.882952271219388
115,0.8839744800911266
116,0.8847230553262254
117,0.88197367388527
118,0.8810416133667277
119,0.8795716560950729
120,0.8811680029263965
121,0.883939487408588
122,0.8812236509853996
123,0.8793178951272118
124,0.8813788927400236
125,0.8786408985362515
126,0.8762603948940196
127,0.8773305453382239
128,0.8774314402858645
129,0.8748235401106595
130,0.8785128187109456
131,0.8781769162445453
132,0.8745599443220302
133,0.8724770161693203
134,0.876274781114515
135,0.8737740097923191
136,0.8742678605811218
137,0.8716882983647568
138,0.8714162316344385
139,0.8715852610546807
140,0.8712834542651627
141,0.8723698648490714
142,0.8705449475668676
143,0.8680059194914379
144,0.8716326583528438
145,0.8699603105338672
146,0.8689740835585997
147,0.8676479610514867
148,0.8690682547197256
149,0.8716204903995465
150,0.8682571379125444
151,0.8658299177851563
152,0.8663259900579264
153,0.8666069061761497
154,0.8642387750046892
155,0.8651361630778519
156,0.863400049431376
157,0.8647311976142281
158,0.8659008641701315
159,0.8635586950951617
160,0.8649212542694514
161,0.8621976251883348
162,0.8622227077085486
163,0.8613312900705615
164,0.8618134554196946
165,0.8603843275009179
166,0.8593207808359009
167,0.8596603777596283
168,0.8601839992061224
169,0.8571160179781567
170,0.8603984845094735
171,0.8600670958954794
172,0.858704643051613
173,0.8578651658476975
174,0.8577183950538829
175,0.8598392115162875
176,0.8555955705680425
177,0.8566119614087456
178,0.853583604399824
179,0.8562281612790826
180,0.85799199721362
181,0.8543642821892331
182,0.8548899418416784
183,0.8533934474883877
184,0.8508238682228556
185,0.8514921584089631
186,0.8529806915807345
187,0.8516848325226367
188,0.8513242177371789
189,0.8505162236187004
190,0.8519643831584038
191,0.8517681551582801
192,0.8496872126764847
193,0.8501348281582698
194,0.8486049673874881
195,0.84932408471369
196,0.8494056989028919
197,0.8460376681854604
198,0.850757522921265
199,0.8489555116781851
200,0.8464454296646289
