epoch,train_loss,val_loss,val_balanced_accuracy,val_macro_f1,epoch_runtime_seconds,learning_rate,grad_norm_mean,grad_norm_max,is_best_epoch,best_epoch,best_val_loss,early_stopped
1,1.093690738958471,1.0571098923683167,0.4241839566538919,0.38669108669108665,1.044,5e-05,0.04584157007079034,0.1854528933763504,0,9,0.9798860251903534,1
2,1.080820497344522,1.0368935465812683,0.4513281353244351,0.40271668367526486,1.039,5e-05,0.04013180646193737,0.18090401589870453,0,9,0.9798860251903534,1
3,1.068874857004951,1.021746039390564,0.4576538478481124,0.4088520216919318,1.045,5e-05,0.03642167052986191,0.17077209055423737,0,9,0.9798860251903534,1
4,1.0595206162508797,1.008751630783081,0.44576890885864057,0.39781859931113667,1.037,5e-05,0.03688849613224878,0.16571050882339478,0,9,0.9798860251903534,1
5,1.0510614549412447,0.995873212814331,0.4410907008501828,0.3968442595893576,1.05,5e-05,0.036277033224263615,0.16650018095970154,0,9,0.9798860251903534,1
6,1.0453874854480518,0.9901376664638519,0.4390203074754416,0.3957286652078775,1.034,5e-05,0.03196004169985631,0.16396808624267578,0,9,0.9798860251903534,1
7,1.0401594428455128,0.9848459959030151,0.43476498832650545,0.39074397818719026,1.035,5e-05,0.03256120797269107,0.14905239641666412,0,9,0.9798860251903534,1
8,1.0361805943881763,0.9836028814315796,0.43476498832650545,0.3916960438699569,1.036,5e-05,0.03043139480019516,0.14128175377845764,0,9,0.9798860251903534,1
9,1.033555086921243,0.9798860251903534,0.432809127351218,0.39306548933039,1.043,5e-05,0.032109507471621834,0.14256954193115234,1,9,0.9798860251903534,1
10,1.0292836217319263,0.983844667673111,0.4323495293893074,0.39915163925532693,1.036,5e-05,0.031557282426688364,0.15686585009098053,0,9,0.9798860251903534,1
11,1.0281305278048796,0.9876626133918762,0.4460376194881282,0.42117932526651874,1.036,5e-05,0.03376783997774185,0.17366041243076324,0,9,0.9798860251903534,1
12,1.02591332617928,0.9877935349941254,0.4274040791154574,0.40624573735643915,1.036,5e-05,0.035362246089595005,0.21161842346191406,0,9,0.9798860251903534,1
13,1.0228134919615353,0.9891049563884735,0.4246817320822871,0.40457875457875464,1.033,5e-05,0.035565199120652514,0.19650910794734955,0,9,0.9798860251903534,1
14,1.0211237879360424,0.9986919164657593,0.40800405268490375,0.3903190082381249,1.047,5e-05,0.03299612592143769,0.1669032871723175,0,9,0.9798860251903534,1
15,1.0166309440837187,1.0016767978668213,0.39765208581119776,0.382663078791988,1.041,5e-05,0.0341156763840158,0.17139770090579987,0,9,0.9798860251903534,1
16,1.0147961518343758,0.9963293671607971,0.39711466455222233,0.3849158653525382,1.044,5e-05,0.04001630390720332,0.19034217298030853,0,9,0.9798860251903534,1
17,1.0144953236860388,1.0067653059959412,0.39937741362348206,0.386563667381928,1.033,5e-05,0.03630237156938622,0.16637563705444336,0,9,0.9798860251903534,1
18,1.0118581933133743,1.0094513893127441,0.4004507877773373,0.38965625951189714,1.034,5e-05,0.0338310255827183,0.17138516902923584,0,9,0.9798860251903534,1
19,1.0099483412854813,1.0105014443397522,0.4025211811520785,0.39136395005960223,1.037,5e-05,0.03548322227362662,0.17601817846298218,0,9,0.9798860251903534,1
20,1.006636637098649,1.010153889656067,0.3990323480610252,0.3880219303538091,1.036,5e-05,0.039398888676965185,0.19772213697433472,0,9,0.9798860251903534,1
21,1.0048737771370833,1.0166121125221252,0.404131976564909,0.3916498741778655,1.039,5e-05,0.03989834136972054,0.22632290422916412,0,9,0.9798860251903534,1
22,1.0029608221615063,1.0200548768043518,0.3972688427822563,0.38666575370237233,1.036,5e-05,0.04017750632931743,0.1953447163105011,0,9,0.9798860251903534,1
23,0.9990422760739046,1.0241854190826416,0.4052053507187643,0.39332196336293523,1.034,5e-05,0.0401173833431427,0.21240167319774628,0,9,0.9798860251903534,1
24,0.9977679287686068,1.023765742778778,0.40171651762771104,0.3897684001136687,1.038,5e-05,0.04195492296233116,0.23696421086788177,0,9,0.9798860251903534,1
25,0.9958340175011579,1.0268775820732117,0.40029807791139893,0.3879883821047596,1.037,5e-05,0.039258051691651544,0.20656102895736694,0,9,0.9798860251903534,1
26,0.9930641160291784,1.0276265740394592,0.4037869110024522,0.39138336926444,1.039,5e-05,0.0476186971465265,0.3279045522212982,0,9,0.9798860251903534,1
27,0.9891848318717059,1.036329746246338,0.4022539388866863,0.38781925543555046,1.039,5e-05,0.04218276816029301,0.21220369637012482,0,9,0.9798860251903534,1
28,0.9877649931346669,1.0350409746170044,0.41835601955860974,0.4035509091103924,1.044,5e-05,0.04405086790086991,0.25470632314682007,0,9,0.9798860251903534,1
29,0.9856135494568768,1.0394168496131897,0.411492885775957,0.3980194537309037,1.039,5e-05,0.04970686292066612,0.2585739195346832,0,9,0.9798860251903534,1
