model,metric_type,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,macro_auc_ovr,weighted_precision,weighted_recall,weighted_f1,weighted_auc_ovr,loss
GNN,aggregated,0.4415991488705081,0.30926421973667806,0.3419803847335749,0.23170004638717706,0.2408421040608158,0.5143977765869997,0.7449341428057827,0.4415991488705081,0.5256829846263888,0.5152719377384773,1.0860018372535705
