epoch,train_loss,val_loss
1.0,0.667690089037354,0.6119539141654968
2.0,0.633601701706354,0.5707375407218933
3.0,0.6151794700305921,0.5532712340354919
4.0,0.6008548689938783,0.523141086101532
5.0,0.5925166117839324,0.5150719285011292
6.0,0.57746002538513,0.5113596320152283
7.0,0.5667561910248053,0.5078755617141724
8.0,0.5621121555547194,0.4855290651321411
9.0,0.5536057897730143,0.5136772394180298
10.0,0.547902415764324,0.4998902380466461
11.0,0.5337220236394532,0.49804434180259705
12.0,0.5334187426275521,0.4943442642688751
13.0,0.5191445758591977,0.5028157234191895
14.0,0.5168528195512209,0.5105031132698059
15.0,0.507830927592998,0.4814116358757019
16.0,0.5080592778856076,0.4952581822872162
17.0,0.5002397887413632,0.4978228807449341
18.0,0.49315051206391863,0.49804332852363586
19.0,0.4876205015151145,0.49712732434272766
20.0,0.4762543653046748,0.4892895519733429
21.0,0.47866550826618814,0.4958500266075134
22.0,0.4704302175902442,0.4971965551376343
23.0,0.4676634104607687,0.5079126358032227
24.0,0.4658744363585716,0.5098530054092407
25.0,0.45335230317498254,0.48093846440315247
26.0,0.455943731611924,0.48767969012260437
27.0,0.4494871081175732,0.48749420046806335
28.0,0.44353763164461324,0.4879128038883209
29.0,0.44518301849064273,0.4817373752593994
30.0,0.43598658988775196,0.4649685025215149
31.0,0.4420949798873347,0.493658185005188
32.0,0.43288904981030046,0.49646544456481934
33.0,0.4368378506100233,0.5269855856895447
34.0,0.424889794526956,0.5091640949249268
35.0,0.4187352794083539,0.5135524272918701
36.0,0.42569589481629644,0.5101562738418579
37.0,0.41368328221999523,0.5113376975059509
38.0,0.40799315893908694,0.5000800490379333
39.0,0.4051038606789142,0.5444391965866089
40.0,0.4142966195794017,0.5011369585990906
41.0,0.40539043542196057,0.49422454833984375
42.0,0.3985189318970424,0.511236846446991
43.0,0.3974544655563485,0.5095432996749878
44.0,0.38927339441599146,0.5154690742492676
45.0,0.3950655578312946,0.5347980260848999
