epoch,train_loss,val_loss,val_balanced_accuracy,val_macro_f1,epoch_runtime_seconds,is_best_epoch,best_epoch,best_val_loss
1,1.0743580355363733,1.025052398443222,0.5036967097682755,0.2787334189131365,3.163,0,11,0.9108077883720398
2,1.046735283206491,1.0042626559734344,0.4574318269107669,0.28407722738218094,3.156,0,11,0.9108077883720398
3,1.0340191897223978,0.9909981191158295,0.4513506593265907,0.28965122927387077,3.168,0,11,0.9108077883720398
4,1.024042760624605,0.9855901598930359,0.465049289463577,0.3021986780953782,3.154,0,11,0.9108077883720398
5,1.0094461370916927,0.9769696295261383,0.4980476251440277,0.332433657085443,3.157,0,11,0.9108077883720398
6,0.9960748202660504,0.9483572840690613,0.5207719882217385,0.3514110846650799,3.156,0,11,0.9108077883720398
7,0.9813178497202256,0.952623575925827,0.5232684675457688,0.34837832418477577,3.396,0,11,0.9108077883720398
8,0.9720319088767556,0.9135047495365143,0.5498815772628345,0.36794280987829375,3.157,0,11,0.9108077883720398
9,0.964211642742157,0.9442852139472961,0.518115478171809,0.3502912621359224,3.156,0,11,0.9108077883720398
10,0.9561462963328642,0.9302370548248291,0.5241806426833953,0.3561996923674268,3.153,0,11,0.9108077883720398
11,0.9493294673807481,0.9108077883720398,0.5232524644731789,0.34576509003351896,3.156,1,11,0.9108077883720398
12,0.9396276368814356,0.9389356076717377,0.5107860709256177,0.34695925861682997,3.158,0,11,0.9108077883720398
13,0.9328931184375987,0.9348017573356628,0.5237165535782871,0.3491434033194756,3.156,0,11,0.9108077883720398
14,0.9238953485208399,0.912485271692276,0.539287543208296,0.3560423388237958,3.152,0,11,0.9108077883720398
15,0.9195381122476914,0.9483837783336639,0.527301241838433,0.3496212731200392,3.159,0,11,0.9108077883720398
16,0.9117816616507137,0.9277103543281555,0.5371111253360645,0.3501607267645004,3.158,0,11,0.9108077883720398
17,0.9067026166354909,0.9475688934326172,0.5409998719754192,0.3578851826639437,3.168,0,11,0.9108077883720398
18,0.8999538596938638,0.9146543741226196,0.552041992062476,0.3685572487592664,3.157,0,11,0.9108077883720398
19,0.8969092158710256,0.9522314667701721,0.5405357828703111,0.35383838383838384,3.162,0,11,0.9108077883720398
20,0.8920750092057621,0.9787821173667908,0.5294776597106644,0.35269619539282465,3.16,0,11,0.9108077883720398
21,0.8880819397814134,0.9812464416027069,0.5360229163999488,0.35059776757889966,3.159,0,11,0.9108077883720398
22,0.8820061858962563,0.9646004140377045,0.539287543208296,0.35678680599985785,3.169,0,11,0.9108077883720398
23,0.878937237402972,0.9754365384578705,0.5397516323134042,0.3604559071657312,3.156,0,11,0.9108077883720398
24,0.8746597766876221,0.9627724885940552,0.5537703239021892,0.36484542885666427,3.154,0,11,0.9108077883720398
25,0.8736740280600155,0.9968800246715546,0.5419440532582256,0.3529691360132974,3.163,0,11,0.9108077883720398
26,0.869004042709575,0.988543838262558,0.5388234541031878,0.35491848584827707,3.16,0,11,0.9108077883720398
27,0.8730389616068672,1.0257448554039001,0.5374311867878633,0.3509840077004256,3.156,0,11,0.9108077883720398
28,0.8709932846181533,1.0003864169120789,0.5455287415183715,0.35438114061470594,3.154,0,11,0.9108077883720398
29,0.863879968138302,0.9777556955814362,0.5565708616054282,0.36908021930048357,3.157,0,11,0.9108077883720398
30,0.8619334241923164,1.0446581542491913,0.5228043784406606,0.3305728088336784,3.16,0,11,0.9108077883720398
31,0.8616858790902531,0.965678334236145,0.5590673409294584,0.36646806643262214,3.165,0,11,0.9108077883720398
