epoch,model,train_loss,val_loss,val_balanced_accuracy,val_macro_f1,epoch_runtime_seconds,learning_rate,grad_norm_mean,grad_norm_max,is_best_epoch,best_epoch,best_val_loss,early_stopped
1,BasicGCN,0.7140648911396662,0.6947996020317078,0.43632958801498123,0.43573600582466054,1.73,5e-05,0.047923759305178504,0.27404841780662537,0,57,0.6003361940383911,1
2,BasicGCN,0.6990247120459875,0.6821169257164001,0.5680115764385427,0.56749215207534,0.689,5e-05,0.04126065566182054,0.225202277302742,0,57,0.6003361940383911,1
3,BasicGCN,0.687180906534195,0.6723447442054749,0.5721824991487913,0.5720232785353214,0.687,5e-05,0.03606633471273221,0.22819778323173523,0,57,0.6003361940383911,1
4,BasicGCN,0.6781020909547806,0.6648181080818176,0.6022301668369083,0.6025641025641025,0.653,5e-05,0.03371429434534944,0.19935466349124908,0,57,0.6003361940383911,1
5,BasicGCN,0.6699140866597494,0.6589832305908203,0.5926966292134832,0.5931758530183726,0.692,5e-05,0.03050527485753171,0.19805260002613068,0,57,0.6003361940383911,1
6,BasicGCN,0.6646541853745779,0.6547808051109314,0.5699693564862104,0.5698924731182795,0.687,5e-05,0.028248865274060966,0.1918972134590149,0,57,0.6003361940383911,1
7,BasicGCN,0.6596163014570872,0.6518282294273376,0.5755873340143003,0.5754532411634277,0.663,5e-05,0.0278302973708891,0.19455045461654663,0,57,0.6003361940383911,1
8,BasicGCN,0.6546535988648733,0.6495846509933472,0.5736295539666326,0.5730027548209367,0.68,5e-05,0.02767681531638981,0.19418774545192719,0,57,0.6003361940383911,1
9,BasicGCN,0.6524488975604376,0.6477609276771545,0.5792475314947225,0.5785087719298245,0.682,5e-05,0.022655034427333912,0.19307778775691986,0,57,0.6003361940383911,1
10,BasicGCN,0.6479603201150894,0.6462947726249695,0.59244126659857,0.5921052631578947,0.683,5e-05,0.027067175787287383,0.17161594331264496,0,57,0.6003361940383911,1
11,BasicGCN,0.6473732739686966,0.6449876427650452,0.5904834865509023,0.5895127118644068,0.684,5e-05,0.026320759371418923,0.15071718394756317,0,57,0.6003361940383911,1
12,BasicGCN,0.6435089558362961,0.643805742263794,0.5961014640789921,0.5950135069306054,0.683,5e-05,0.025572253369540332,0.16653789579868317,0,57,0.6003361940383911,1
13,BasicGCN,0.6426161279280981,0.6425930857658386,0.5792475314947225,0.5785087719298245,0.653,5e-05,0.02753960814326115,0.16621072590351105,0,57,0.6003361940383911,1
14,BasicGCN,0.6401598701874415,0.6413152813911438,0.5697139938712973,0.5675567955360701,0.691,5e-05,0.024338601624782685,0.1431720107793808,0,57,0.6003361940383911,1
15,BasicGCN,0.638575146595637,0.6400158405303955,0.5753319713993872,0.5729648062566655,0.647,5e-05,0.025326426852328814,0.1358902007341385,0,57,0.6003361940383911,1
16,BasicGCN,0.6369442592064539,0.6384703516960144,0.5697139938712973,0.5675567955360701,0.694,5e-05,0.02834653797060291,0.18566279113292694,0,57,0.6003361940383911,1
17,BasicGCN,0.6351525733868281,0.6368973851203918,0.5697139938712973,0.5675567955360701,0.671,5e-05,0.028691985296879857,0.16172322630882263,0,57,0.6003361940383911,1
18,BasicGCN,0.6335727820793787,0.63553386926651,0.5697139938712973,0.5675567955360701,0.684,5e-05,0.028798516985798175,0.17089329659938812,0,57,0.6003361940383911,1
19,BasicGCN,0.6304821123679479,0.6345412135124207,0.5772897514470549,0.575829802259887,0.684,5e-05,0.026612735857316952,0.1537826806306839,0,57,0.6003361940383911,1
20,BasicGCN,0.6295720984538397,0.6332691311836243,0.5772897514470549,0.575829802259887,0.657,5e-05,0.02771175465381813,0.21626771986484528,0,57,0.6003361940383911,1
21,BasicGCN,0.629111667474111,0.6313574910163879,0.5885257065032345,0.5867401350870957,0.665,5e-05,0.0302217260394126,0.2104879468679428,0,57,0.6003361940383911,1
22,BasicGCN,0.627481589714686,0.6299901008605957,0.5961014640789921,0.5950135069306054,0.662,5e-05,0.029175704228505198,0.1996837705373764,0,57,0.6003361940383911,1
23,BasicGCN,0.6252612521251043,0.6286345720291138,0.601719441607082,0.6005154639175257,0.654,5e-05,0.03135430923402265,0.18443334102630615,0,57,0.6003361940383911,1
24,BasicGCN,0.6249297807614008,0.6275078654289246,0.6092951991828396,0.6087418626278729,0.661,5e-05,0.03329815065071438,0.21619422733783722,0,57,0.6003361940383911,1
25,BasicGCN,0.6217131714026133,0.6259660124778748,0.601719441607082,0.6005154639175257,0.656,5e-05,0.030794709657456194,0.19024094939231873,0,57,0.6003361940383911,1
26,BasicGCN,0.6203456173340479,0.6246249079704285,0.6073374191351719,0.6060200668896321,0.68,5e-05,0.03548886395373511,0.27607303857803345,0,57,0.6003361940383911,1
27,BasicGCN,0.622338076432546,0.622684121131897,0.6261491317671093,0.6254027926960257,0.635,5e-05,0.035830526440594646,0.25574198365211487,0,57,0.6003361940383911,1
28,BasicGCN,0.6181956430276235,0.6223241090774536,0.6205311542390194,0.6198439241917503,0.682,5e-05,0.029850941523188967,0.20745138823986053,0,57,0.6003361940383911,1
29,BasicGCN,0.6170519242684046,0.6206714510917664,0.6261491317671093,0.6254027926960257,0.683,5e-05,0.038562469662279816,0.25786200165748596,0,57,0.6003361940383911,1
30,BasicGCN,0.6160855938990911,0.6196077466011047,0.6261491317671093,0.6254027926960257,0.65,5e-05,0.040373261992592745,0.2724900245666504,0,57,0.6003361940383911,1
31,BasicGCN,0.6157262325286865,0.6186458468437195,0.6224889342866871,0.6224702183251406,0.656,5e-05,0.0329121612735318,0.18845339119434357,0,57,0.6003361940383911,1
32,BasicGCN,0.6130745361248652,0.6171168684959412,0.6508341845420498,0.6522064323111443,0.686,5e-05,0.03871222850517742,0.2694394290447235,0,57,0.6003361940383911,1
33,BasicGCN,0.6109768599271774,0.6162291169166565,0.6356826693905346,0.6361985740224083,0.684,5e-05,0.04301467347343136,0.2762793302536011,0,57,0.6003361940383911,1
34,BasicGCN,0.6125320394833883,0.6148890256881714,0.648876404494382,0.6499269297196758,0.654,5e-05,0.03549845470071233,0.23428520560264587,0,57,0.6003361940383911,1
35,BasicGCN,0.6105064749717712,0.6136475801467896,0.6261491317671093,0.6254027926960257,0.683,5e-05,0.03504019573618933,0.26641401648521423,0,57,0.6003361940383911,1
36,BasicGCN,0.6106147865454356,0.613099992275238,0.6564521620701396,0.6579272598870056,0.68,5e-05,0.03602502513646099,0.34378981590270996,0,57,0.6003361940383911,1
37,BasicGCN,0.6104163378477097,0.6117335557937622,0.6337248893428669,0.6336677814938685,0.657,5e-05,0.03844425074054943,0.29042500257492065,0,57,0.6003361940383911,1
38,BasicGCN,0.6074097156524658,0.6105876564979553,0.6337248893428669,0.6336677814938685,0.686,5e-05,0.03305757592412798,0.22512581944465637,0,57,0.6003361940383911,1
39,BasicGCN,0.6050562063852946,0.6101496815681458,0.6413006469186244,0.6418414504088161,0.685,5e-05,0.03709892507919366,0.2731724977493286,0,57,0.6003361940383911,1
40,BasicGCN,0.6047062079111735,0.6091669797897339,0.6337248893428669,0.6336677814938685,0.63,5e-05,0.03799922861841109,0.23163266479969025,0,57,0.6003361940383911,1
41,BasicGCN,0.60485211511453,0.6083223819732666,0.6356826693905346,0.6361985740224083,0.682,5e-05,0.03877653749529996,0.2794172465801239,0,57,0.6003361940383911,1
42,BasicGCN,0.604054277141889,0.6083895564079285,0.6584099421178073,0.6600877192982456,0.683,5e-05,0.03998932546090098,0.3126036822795868,0,57,0.6003361940383911,1
43,BasicGCN,0.601708268125852,0.6072635650634766,0.6584099421178073,0.6600877192982456,0.683,5e-05,0.03646496129360271,0.2829606831073761,0,57,0.6003361940383911,1
44,BasicGCN,0.6030314465363821,0.6056705713272095,0.669645897173987,0.6716101694915254,0.656,5e-05,0.045207857076419694,0.33407777547836304,0,57,0.6003361940383911,1
45,BasicGCN,0.6007065226634344,0.6062254905700684,0.6716036772216547,0.6736842105263158,0.686,5e-05,0.038993112074072446,0.32331740856170654,0,57,0.6003361940383911,1
46,BasicGCN,0.599350760380427,0.6056344509124756,0.6623255022131427,0.663978494623656,0.695,5e-05,0.04246643243328808,0.31026381254196167,0,57,0.6003361940383911,1
47,BasicGCN,0.5983121792475382,0.6036725044250488,0.6659856996935649,0.6678910315273952,0.687,5e-05,0.04630977583707508,0.34054404497146606,0,57,0.6003361940383911,1
48,BasicGCN,0.5967059681812922,0.6030886769294739,0.6640279196458971,0.6658453957499231,0.693,5e-05,0.046473475445777575,0.34244027733802795,0,57,0.6003361940383911,1
49,BasicGCN,0.5966592679421107,0.603164553642273,0.6603677221654749,0.6621032438088594,0.687,5e-05,0.044634757223367426,0.37863701581954956,0,57,0.6003361940383911,1
50,BasicGCN,0.5970446666081747,0.6025406718254089,0.6603677221654749,0.6621032438088594,0.683,5e-05,0.0453064099654465,0.3320634365081787,0,57,0.6003361940383911,1
51,BasicGCN,0.5950576414664587,0.6032028794288635,0.6547497446373851,0.6563192904656319,0.666,5e-05,0.043965435048775335,0.36380428075790405,0,57,0.6003361940383911,1
52,BasicGCN,0.5958945800860723,0.6027557253837585,0.6699012597889002,0.6715675675675676,0.707,5e-05,0.0460083005302108,0.4015892446041107,0,57,0.6003361940383911,1
53,BasicGCN,0.5950045784314474,0.6020735502243042,0.6567075246850527,0.6581621621621622,0.685,5e-05,0.04456999922648463,0.29571646451950073,0,57,0.6003361940383911,1
54,BasicGCN,0.5940748651822408,0.6018089056015015,0.6623255022131427,0.663978494623656,0.689,5e-05,0.047036631191076594,0.3669772744178772,0,57,0.6003361940383911,1
55,BasicGCN,0.5924909214178721,0.6017385125160217,0.6623255022131427,0.663978494623656,0.686,5e-05,0.05064753503672994,0.3654104471206665,0,57,0.6003361940383911,1
56,BasicGCN,0.5920823514461517,0.6024653315544128,0.6586653047327204,0.659868336130115,0.692,5e-05,0.04615765298149199,0.3645111620426178,0,57,0.6003361940383911,1
57,BasicGCN,0.5910562773545583,0.6003361940383911,0.6679434797412325,0.6697969653493326,0.685,5e-05,0.04809031435592587,0.3481930196285248,1,57,0.6003361940383911,1
58,BasicGCN,0.590574120481809,0.6017592549324036,0.6567075246850527,0.6581621621621622,0.688,5e-05,0.0524138341564909,0.49869444966316223,0,57,0.6003361940383911,1
59,BasicGCN,0.590816135207812,0.6015604138374329,0.6530473272046307,0.6540178571428572,0.669,5e-05,0.0429237660636994,0.3066837787628174,0,57,0.6003361940383911,1
