epoch,train_loss,val_loss,val_balanced_accuracy,val_macro_f1,epoch_runtime_seconds,is_best_epoch,best_epoch,best_val_loss
1,1.0379412910517525,1.5139121611913045,0.27999999999999997,0.031531531531531536,1.87,0,121,0.9204956690470377
2,1.0087788210195654,1.3965156078338623,0.29333333333333333,0.03188405797101449,1.865,0,121,0.9204956690470377
3,0.9996410713476294,1.4133102893829346,0.27999999999999997,0.03317535545023697,1.864,0,121,0.9204956690470377
4,0.9908986372106215,1.386356274286906,0.29333333333333333,0.0325925925925926,1.866,0,121,0.9204956690470377
5,0.9861120301134446,1.388745625813802,0.2806930006930007,0.033938401784711185,1.865,0,121,0.9204956690470377
6,0.9787373367477866,1.3807500998179119,0.3091060291060291,0.046201789616763474,1.864,0,121,0.9204956690470377
7,0.9724211903179393,1.3364805380503337,0.3272903672903673,0.05595280181061263,1.859,0,121,0.9204956690470377
8,0.970244849429411,1.354893684387207,0.34237006237006234,0.06596299344447593,1.865,0,121,0.9204956690470377
9,0.9638800656094271,1.3532580137252808,0.3598613998613998,0.07568578464100852,1.86,0,121,0.9204956690470377
10,0.9594009799115798,1.320613423983256,0.34184338184338187,0.08451430969569063,1.866,0,121,0.9204956690470377
11,0.9541263019337374,1.350457787513733,0.42361746361746366,0.10894097481918635,1.862,0,121,0.9204956690470377
12,0.9505572213846094,1.308626413345337,0.37787941787941787,0.10924847073935882,1.866,0,121,0.9204956690470377
13,0.9435378768864799,1.3218363523483276,0.39226611226611224,0.11643517580062325,1.866,0,121,0.9204956690470377
14,0.9381540628040538,1.3291348218917847,0.4055994455994456,0.11933779738623444,1.865,0,121,0.9204956690470377
15,0.9339740206213558,1.288495381673177,0.3636867636867637,0.12711472534481386,1.865,0,121,0.9204956690470377
16,0.9331665494862724,1.3239651123682659,0.3971171171171171,0.12521848739495797,1.865,0,121,0.9204956690470377
17,0.9277005896848791,1.2774751981099446,0.42744282744282747,0.15778871035686345,1.874,0,121,0.9204956690470377
18,0.9213148530791787,1.2994558811187744,0.4026611226611227,0.135148670023039,1.86,0,121,0.9204956690470377
19,0.9182396180489484,1.2016064723332722,0.35209979209979214,0.1655938116341395,1.866,0,121,0.9204956690470377
20,0.918128160869374,1.2351733048756917,0.3591961191961192,0.15848650655169602,1.861,0,121,0.9204956690470377
21,0.9130691324963289,1.2916080156962078,0.40041580041580044,0.15079515492908316,1.862,0,121,0.9204956690470377
22,0.9118604028926176,1.1371638774871826,0.3581704781704782,0.19050649605430758,1.866,0,121,0.9204956690470377
