epoch,train_loss,val_loss,val_balanced_accuracy,val_macro_f1,epoch_runtime_seconds,learning_rate,grad_norm_mean,grad_norm_max,is_best_epoch,best_epoch,best_val_loss,early_stopped
1,1.075957831214456,1.0289157629013062,0.3380280538175275,0.254824352249245,1.679,5e-05,0.07036760865267425,0.26640570163726807,0,7,0.9951596260070801,1
2,1.0559699956108541,1.0161275267601013,0.33196744775692144,0.24298614129122606,0.906,5e-05,0.056776557603283206,0.2194484919309616,0,7,0.9951596260070801,1
3,1.0436101941501392,1.0065374970436096,0.3326463010673537,0.24033586043857502,0.875,5e-05,0.047429001247659724,0.21813294291496277,0,7,0.9951596260070801,1
4,1.033628975643831,1.0009719729423523,0.32658569500674767,0.22755054066760697,0.887,5e-05,0.041469980872928455,0.18445192277431488,0,7,0.9951596260070801,1
5,1.0264677194988026,0.9988547265529633,0.32793522267206476,0.22816901408450704,0.87,5e-05,0.03847829469375034,0.19787728786468506,0,7,0.9951596260070801,1
6,1.0212166274295134,0.9962108731269836,0.32793522267206476,0.22816901408450704,0.867,5e-05,0.03629049856058835,0.2160661369562149,0,7,0.9951596260070801,1
7,1.0172887724988602,0.9951596260070801,0.32658569500674767,0.22755054066760697,0.863,5e-05,0.03784121424121593,0.18547862768173218,1,7,0.9951596260070801,1
8,1.0157321516205282,0.996222972869873,0.33533717744244057,0.24748372774688562,0.826,5e-05,0.03889002443669753,0.25052404403686523,0,7,0.9951596260070801,1
9,1.012278774205376,0.9987557828426361,0.33128859444648917,0.24528864059590316,0.845,5e-05,0.036133306270918465,0.1902119666337967,0,7,0.9951596260070801,1
10,1.0101717710494995,0.9988327324390411,0.3292602134707398,0.24715879470336774,0.881,5e-05,0.037380816085627655,0.227808877825737,0,7,0.9951596260070801,1
11,1.0068137715844547,0.9999794363975525,0.329243855559645,0.25753727552514416,0.849,5e-05,0.03474907169148406,0.16893531382083893,0,7,0.9951596260070801,1
12,1.004678908516379,1.0008434057235718,0.32788614893878054,0.26116969156295244,0.872,5e-05,0.036309773993882584,0.18297265470027924,0,7,0.9951596260070801,1
13,1.001861119971556,1.0026206970214844,0.3386578333946755,0.2804249321262688,0.874,5e-05,0.03498921488949601,0.173120379447937,0,7,0.9951596260070801,1
14,1.001122236251831,1.004039078950882,0.3426900584795322,0.29020340390203403,0.854,5e-05,0.04161745797155455,0.20970559120178223,0,7,0.9951596260070801,1
15,0.9986438681097591,1.0041087567806244,0.3494213388950231,0.3013005551866358,0.887,5e-05,0.040500679926169826,0.19152788817882538,0,7,0.9951596260070801,1
16,0.9959229897050297,1.0051421821117401,0.3514333619596777,0.30691788800453546,0.85,5e-05,0.03769247438372635,0.20910756289958954,0,7,0.9951596260070801,1
17,0.9931716147591086,1.0073536336421967,0.3487343066290434,0.3048367913307784,0.884,5e-05,0.042287966077723955,0.2216251641511917,0,7,0.9951596260070801,1
18,0.9918296757866355,1.010136067867279,0.3628593628593628,0.32792020997375326,0.858,5e-05,0.043500573819448406,0.23865920305252075,0,7,0.9951596260070801,1
19,0.9872445323887993,1.0104966163635254,0.3567987567987568,0.3201419375576251,0.897,5e-05,0.03998621640711983,0.2099481076002121,0,7,0.9951596260070801,1
20,0.9866990341859705,1.0112427175045013,0.36353003721424776,0.32934975254146603,0.879,5e-05,0.04336776439957121,0.27340957522392273,0,7,0.9951596260070801,1
21,0.9864591079599717,1.0110390484333038,0.3716108452950558,0.3392471987495928,0.907,5e-05,0.045307555202305075,0.2598167359828949,0,7,0.9951596260070801,1
22,0.9828212015769061,1.0109350979328156,0.3749723960250276,0.3442510587256126,0.872,5e-05,0.044513118389202036,0.26994606852531433,0,7,0.9951596260070801,1
23,0.9816388593000525,1.0149406790733337,0.3783421257105468,0.3485765743640122,0.895,5e-05,0.04665937440228315,0.24011750519275665,0,7,0.9951596260070801,1
24,0.9786267350701725,1.0164178013801575,0.3736310473152578,0.34244477196632855,0.856,5e-05,0.05059372647017998,0.35474199056625366,0,7,0.9951596260070801,1
25,0.9758280515670776,1.0163478255271912,0.3776632724001145,0.3486078060487725,0.859,5e-05,0.047928419419848184,0.29780998826026917,0,7,0.9951596260070801,1
26,0.9752077881027671,1.0157189965248108,0.37631374473479734,0.34742367225652454,0.852,5e-05,0.048692861291141636,0.2960847318172455,0,7,0.9951596260070801,1
27,0.9707934049999013,1.0181791484355927,0.3749560381139328,0.3476656801648981,0.877,5e-05,0.047930745537427655,0.2835141718387604,0,7,0.9951596260070801,1
