epoch,train_loss,val_loss
1.0,1.0295968964967366,1.0844298601150513
2.0,0.9741717747359118,1.1404614448547363
3.0,0.9434199632188529,1.1493675708770752
4.0,0.9255888868246831,1.139026165008545
5.0,0.9066270868224777,1.1665600538253784
6.0,0.8958760935922807,1.1253807544708252
7.0,0.8762026396047172,1.2086206674575806
8.0,0.8658232725930515,1.1362024545669556
9.0,0.8567712433646628,1.158385157585144
10.0,0.8471005782241412,1.2148493528366089
11.0,0.8363154671672124,1.187160849571228
12.0,0.835449396840104,1.2190546989440918
13.0,0.8260246556198302,1.2219053506851196
14.0,0.8273421835810266,1.2070728540420532
15.0,0.8146455390661579,1.2045347690582275
16.0,0.808710845593591,1.1819645166397095
