model,fold_id,metric_type,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,macro_auc_ovr,weighted_precision,weighted_recall,weighted_f1,weighted_auc_ovr,loss
Random,r_107.avi,aggregated,0.31645569620253167,0.2650560224089636,0.29701823729283683,0.2650560224089636,0.2099377690051265,0.4329615128879835,0.6871669216569717,0.31645569620253167,0.413465984981693,0.401300505050505,24.63743396218134
Random,r_111.avi,aggregated,0.33534743202416917,0.35265883541745613,0.34579439252336447,0.23510589027830409,0.2450292397660819,0.5209043829733485,0.7220543806646526,0.33534743202416917,0.43306832034769704,0.512412770408395,23.95650678430747
Random,r_138.avi,aggregated,0.31896551724137934,0.2792784787631064,0.3301482873851295,0.18618565250873761,0.18137955990557098,0.4830282566198685,0.9104014526258174,0.3189655172413793,0.46245497260674717,0.5114906781547913,24.546970842588404
Random,r_146.avi,aggregated,0.31970260223048325,0.4277660324171952,0.3471812740105423,0.2851773549447968,0.19607843137254902,0.5860641296687807,0.9384111219273065,0.31970260223048325,0.45615569647933524,0.5659235652103292,24.52040360672282
Random,r_30.avi,aggregated,0.37073170731707317,0.36498142250530785,0.3708492975734355,0.2433209483368719,0.2786795199252973,0.549495753715499,0.6962036258293617,0.37073170731707317,0.4697355596774226,0.5510832556573975,22.681128230224935
Random,r_52.avi,aggregated,0.36271186440677966,0.35041105683307516,0.3470268049707302,0.2336073712220501,0.26741147741147736,0.518348623853211,0.6380314125918435,0.36271186440677966,0.4505858322468491,0.5218794112123298,22.970192668318727
Random,r_53.avi,aggregated,0.3355263157894737,0.3170596370505296,0.3258349451966473,0.3170596370505296,0.2993239070372176,0.48953735619301436,0.44388361498523876,0.3355263157894737,0.3669369242218174,0.49302261300324896,23.9500591598739
Random,r_55.avi,aggregated,0.31950207468879666,0.3136138613861386,0.32361226180613084,0.20907590759075909,0.25371231696813096,0.49091230551626597,0.5001529803669466,0.31950207468879666,0.38946679961830016,0.49186220192855096,24.527631351930342
Random,r_58.avi,aggregated,0.34517766497461927,0.32979641131815046,0.33193311918293383,0.2198642742121003,0.24264615004325796,0.4962474120082816,0.6913750738467676,0.34517766497461927,0.444813187805966,0.48757150914511327,23.602189275107165
Random,r_69.avi,aggregated,0.2850467289719626,0.2710674157303371,0.32311404442551983,0.1807116104868914,0.19814615963762483,0.47752808988764045,0.7287172762889018,0.2850467289719626,0.38874102906515406,0.5064186705869999,25.76952789035011
Random,r_73.avi,aggregated,0.32786885245901637,0.29481132075471694,0.3193899782135076,0.19654088050314464,0.2128982128982129,0.47037146226415094,0.750541090753241,0.32786885245901637,0.44143834307768737,0.46765291524899466,24.22606211399677
Random,r_79.avi,aggregated,0.2883435582822086,0.2486013986013986,0.2791104447776112,0.16573426573426572,0.1960229823143909,0.4185897435897436,0.5901895677927906,0.2883435582822086,0.37861831832774584,0.407596493486064,25.650698117408524
Random,r_80.avi,aggregated,0.35125448028673834,0.30290262172284643,0.3282945736434108,0.2019350811485643,0.1929785538193479,0.46956928838951306,0.9106401600400099,0.35125448028673834,0.4980773358829336,0.46956928838951306,23.383158650287474
Random,r_90.avi,aggregated,0.3046875,0.2337068160597572,0.2903246179108248,0.2337068160597572,0.20795860040046088,0.42577985050942163,0.6349918490274093,0.3046875,0.3945856181730092,0.4267793274386289,25.061602747120517
Random,r_cats_f.avi,aggregated,0.363013698630137,,0.3333333333333333,0.12100456621004567,0.17755443886097153,,1.0,0.363013698630137,0.5326633165829145,,22.959313460191062
Random,r_dallas_f.avi,aggregated,0.30303030303030304,0.30004688232536336,0.32231255645889795,0.20003125488357557,0.1960542650197823,0.4709329582747305,0.797339246119734,0.30303030303030304,0.4192296731481685,0.4675766099816733,25.12133418029377
Random,r_detroit_f.avi,aggregated,0.29389312977099236,0.24031148134733793,0.3161326120127618,0.1602076542315586,0.16393574297188754,0.3971387178558493,0.8879946504528372,0.29389312977099236,0.4345176124344707,0.37839343528039127,25.450671286208674
Random,r_earworm_f.avi,aggregated,0.2760416666666667,0.2791452991452992,0.2923669467787115,0.18609686609686613,0.22202460352749367,0.457948717948718,0.46371126575630256,0.2760416666666667,0.3385810360160071,0.45966880341880345,26.0941032348296
Random,r_funny_f.avi,aggregated,0.38113207547169814,0.3937649133727565,0.37240278279514766,0.3937649133727565,0.3310117544444004,0.5442942495194597,0.5943482416461069,0.38113207547169814,0.4269917425487534,0.5422353784992443,22.306260965340424
Random,r_newyork_f.avi,aggregated,0.3176470588235294,0.355966672748282,0.33918189090602885,0.355966672748282,0.26128971854924665,0.5117254396814617,0.6537431466437552,0.3176470588235294,0.3825091633749689,0.501226309921962,24.59449290080935
Majority,r_107.avi,aggregated,0.08860759493670886,0.3333333333333333,0.029535864978902954,0.3333333333333333,0.054263565891472874,0.5,0.007851305880467873,0.08860759493670886,0.014424492198999116,0.5,32.849911949575116
Majority,r_111.avi,aggregated,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,36.04365338911714
Majority,r_138.avi,aggregated,0.9511494252873564,0.5,0.3170498084291188,0.3333333333333333,0.32498772704958273,0.5,0.9046852292244683,0.9511494252873564,0.9273356694259645,0.5,1.7607531828017
Majority,r_146.avi,aggregated,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,36.04365338911714
Majority,r_30.avi,aggregated,0.23414634146341465,0.5,0.07804878048780488,0.3333333333333333,0.12648221343873517,0.5,0.05482450922070197,0.23414634146341465,0.08884604261062372,0.5,27.604163815079957
Majority,r_52.avi,aggregated,0.26101694915254237,0.5,0.08700564971751412,0.3333333333333333,0.13799283154121864,0.5,0.06812984774490088,0.26101694915254237,0.10805540368142884,0.5,26.635648945178097
Majority,r_53.avi,aggregated,0.26644736842105265,0.3333333333333333,0.08881578947368422,0.3333333333333333,0.14025974025974025,0.5,0.07099420013850416,0.26644736842105265,0.11211551606288447,0.5,26.43991679530633
Majority,r_55.avi,aggregated,0.4190871369294606,0.5,0.1396957123098202,0.3333333333333333,0.19688109161793374,0.5,0.17563402833973246,0.4190871369294606,0.24753099900512002,0.5,20.938221885794196
Majority,r_58.avi,aggregated,0.18274111675126903,0.5,0.06091370558375634,0.3333333333333333,0.10300429184549358,0.5,0.03339431575150094,0.18274111675126903,0.05646935796605739,0.5,29.45699591699421
Majority,r_69.avi,aggregated,0.8317757009345794,0.5,0.2772585669781931,0.3333333333333333,0.30272108843537415,0.5,0.6918508166652109,0.8317757009345794,0.7553881365630364,0.5,6.063418327141203
Majority,r_73.avi,aggregated,0.13114754098360656,0.5,0.04371584699453552,0.3333333333333333,0.07729468599033816,0.5,0.017199677506046764,0.13114754098360656,0.030411023996198622,0.5,31.31661687906899
Majority,r_79.avi,aggregated,0.20245398773006135,0.5,0.06748466257668712,0.3333333333333333,0.11224489795918367,0.5,0.04098761714780383,0.20245398773006135,0.06817328158257167,0.5,28.746472028130242
Majority,r_80.avi,aggregated,0.043010752688172046,0.5,0.014336917562724016,0.3333333333333333,0.027491408934707903,0.5,0.0018499248468030985,0.043010752688172046,0.003547278572220375,0.5,34.49338872721963
Majority,r_90.avi,aggregated,0.1328125,0.3333333333333333,0.044270833333333336,0.3333333333333333,0.07816091954022988,0.5,0.01763916015625,0.1328125,0.031142241379310345,0.5,31.256605673375027
Majority,r_cats_f.avi,aggregated,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,36.043653389117146
Majority,r_dallas_f.avi,aggregated,0.8977272727272727,0.5,0.29924242424242425,0.3333333333333333,0.3153692614770459,0.5,0.8059142561983471,0.8977272727272727,0.8493467610234077,0.5,3.686282732977891
Majority,r_detroit_f.avi,aggregated,0.9580152671755725,0.5,0.3193384223918575,0.3333333333333333,0.32618583495776476,0.5,0.9177932521414836,0.9580152671755725,0.9374730294778506,0.5,1.5132831575583539
Majority,r_earworm_f.avi,aggregated,0.609375,0.5,0.203125,0.3333333333333333,0.2524271844660194,0.5,0.371337890625,0.609375,0.4614684466019417,0.5,14.079552105123886
Majority,r_funny_f.avi,aggregated,0.12830188679245283,0.3333333333333333,0.042767295597484274,0.3333333333333333,0.0758082497212932,0.5,0.016461374154503383,0.12830188679245283,0.02917902442102606,0.5,31.419184652400226
Majority,r_newyork_f.avi,aggregated,0.796078431372549,0.3333333333333333,0.265359477124183,0.3333333333333333,0.2954876273653566,0.5,0.6337408688965782,0.796078431372549,0.7056939806490281,0.5,7.350078338172909
SVM,r_107.avi,aggregated,0.08227848101265822,0.3560924369747899,0.3865740740740741,0.3560924369747899,0.10197253051850345,0.5569272203831027,0.8709563994374121,0.08227848101265822,0.04270664300257307,0.6021453458637003,1.668798471544063
SVM,r_111.avi,aggregated,0.3595166163141994,0.21794871794871795,0.2698412698412698,0.1452991452991453,0.18888888888888888,0.4609069091827713,0.6676737160120846,0.3595166163141994,0.46737160120845916,0.4464260433111355,1.0817473900339671
SVM,r_138.avi,aggregated,0.6494252873563219,0.3413897280966767,0.3178621659634318,0.22759315206445116,0.2652582159624413,0.478229962679936,0.9070032494301372,0.6494252873563219,0.7569005989962766,0.5568022812833853,0.8702557231004613
SVM,r_146.avi,aggregated,0.6431226765799256,0.33527131782945735,0.3258003766478343,0.2235142118863049,0.26513409961685824,0.45225510923185347,0.9374330539978577,0.6431226765799256,0.7628765542879118,0.6264831246676151,0.8523260278283555
SVM,r_30.avi,aggregated,0.2,0.4270833333333333,0.07765151515151515,0.2847222222222222,0.12202380952380952,0.46364118895966033,0.05454545454545454,0.2,0.0857142857142857,0.4316089275542437,1.603607214298531
SVM,r_52.avi,aggregated,0.49830508474576274,0.4505540331228405,0.31210160324512265,0.30036935541522697,0.29734444659817794,0.4484093887763612,0.5878401207426591,0.49830508474576274,0.5307887154585864,0.4607101963500657,0.939713453316819
