split,logit_mean,logit_std,logit_min,logit_max,logit_range,prediction_entropy_mean,prediction_entropy_std,prediction_entropy_min,prediction_entropy_max,graph_embedding_variance,graph_embedding_mean_pairwise_cosine_similarity,graph_embedding_pair_count,temporal_forward_edge_weight_mean,temporal_forward_edge_weight_std,temporal_forward_edge_weight_min,temporal_forward_edge_weight_max,temporal_backward_edge_weight_mean,temporal_backward_edge_weight_std,temporal_backward_edge_weight_min,temporal_backward_edge_weight_max,spatial_edge_weight_mean,spatial_edge_weight_std,spatial_edge_weight_min,spatial_edge_weight_max,fixation_edge_weight_mean,fixation_edge_weight_std,fixation_edge_weight_min,fixation_edge_weight_max,best_epoch,best_val_loss,early_stopped
train,-0.13127009570598602,0.6289794445037842,-2.137540102005005,1.8419053554534912,3.979445457458496,0.9392096996307373,0.1275443732738495,0.2607033848762512,1.0985560417175293,0.33627453446388245,0.4157886803150177,10000,,,,,,,,,,,,,,,,,60,0.9719805419445038,1
val,-0.11255262792110443,0.5572343468666077,-1.7550710439682007,1.1818220615386963,2.936893105506897,0.9787478446960449,0.07849226146936417,0.5690180063247681,1.096683382987976,0.3323986828327179,0.42452314496040344,127765,,,,,,,,,,,,,,,,,60,0.9719805419445038,1
test,-0.1376078575849533,0.6317160725593567,-1.729071021080017,1.2736644744873047,3.0027354955673218,0.9397607445716858,0.1136300340294838,0.5552913546562195,1.0907505750656128,0.3044035732746124,0.4895559847354889,34980,,,,,,,,,,,,,,,,,60,0.9719805419445038,1
