epoch,train_loss,val_loss
1.0,1.0134342951601423,1.1977598667144775
2.0,0.9343255830533577,1.136208176612854
3.0,0.9030911800157078,1.1647270917892456
4.0,0.8693600348540541,1.2374500036239624
5.0,0.8462998340616837,1.2157734632492065
6.0,0.8168261408144033,1.1988499164581299
7.0,0.8031709164953221,1.2322968244552612
8.0,0.776412905599959,1.1221952438354492
9.0,0.7492166571999875,1.2574176788330078
10.0,0.7324595398409841,1.2083735466003418
11.0,0.7094951171497765,1.413003921508789
12.0,0.6902410843541659,1.4723647832870483
13.0,0.6812198136295677,1.4396535158157349
14.0,0.6572512830541886,1.323002815246582
15.0,0.6569223368633905,1.4044352769851685
16.0,0.6389416018322114,1.368696928024292
17.0,0.6088300376420437,1.3585349321365356
18.0,0.590216704507462,1.476975679397583
19.0,0.5812180052883449,1.498115062713623
20.0,0.5696364234863209,1.45100736618042
21.0,0.5519916885378403,1.5506905317306519
22.0,0.5560150229073276,1.6246588230133057
23.0,0.5094288218746631,1.6504087448120117
