split,logit_mean,logit_std,logit_min,logit_max,logit_range,prediction_entropy_mean,prediction_entropy_std,prediction_entropy_min,prediction_entropy_max,graph_embedding_variance,graph_embedding_mean_pairwise_cosine_similarity,graph_embedding_pair_count,temporal_forward_edge_weight_mean,temporal_forward_edge_weight_std,temporal_forward_edge_weight_min,temporal_forward_edge_weight_max,temporal_backward_edge_weight_mean,temporal_backward_edge_weight_std,temporal_backward_edge_weight_min,temporal_backward_edge_weight_max,spatial_edge_weight_mean,spatial_edge_weight_std,spatial_edge_weight_min,spatial_edge_weight_max,fixation_edge_weight_mean,fixation_edge_weight_std,fixation_edge_weight_min,fixation_edge_weight_max,model,best_epoch,best_val_loss,early_stopped
train,0.05033315718173981,0.5863186120986938,-1.6725670099258423,2.0870440006256104,3.7596110105514526,0.5779059529304504,0.12389984726905823,0.11539002507925034,0.6931471824645996,0.43973201513290405,0.19423022866249084,10000,,,,,,,,,,,,,,,,,BasicGCN,108,0.5242447257041931,1
val,0.10985320061445236,0.6795576214790344,-1.4107885360717773,1.9121484756469727,3.32293701171875,0.5460139513015747,0.14578357338905334,0.1557827591896057,0.6931470632553101,0.39363154768943787,0.2542523741722107,11325,,,,,,,,,,,,,,,,,BasicGCN,108,0.5242447257041931,1
test,0.040770091116428375,0.6076337695121765,-1.5703914165496826,1.5909377336502075,3.16132915019989,0.5673389434814453,0.12764063477516174,0.17394882440567017,0.6931470632553101,0.37140876054763794,0.29317229986190796,115440,,,,,,,,,,,,,,,,,BasicGCN,108,0.5242447257041931,1
